,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.48,0.5,0.67,0.8,0.52,0.69,0.65,0.52,0.65,0.64,0.54,0.64,0.57,0.55,0.41,0.78,0.8,0.89,0.81,0.67
amygdala.csv,0.49,0.56,0.75,0.96,0.92,0.42,0.45,0.4,0.51,0.38,0.45,0.51,0.44,0.43,0.34,0.52,0.62,0.39,0.68,0.57
awemud.csv,0.44,0.47,0.52,0.84,0.43,0.58,0.43,0.38,0.58,0.0,0.36,0.54,0.53,0.43,0.43,0.53,0.32,0.43,0.69,0.66
bullet.csv,0.43,0.39,0.48,0.89,0.46,0.39,0.54,0.46,0.63,0.45,0.45,0.44,0.5,0.42,0.33,0.36,0.69,0.36,0.44,0.41
customwars.csv,0.9,0.93,0.79,0.81,0.64,0.65,0.96,0.76,0.98,0.5,0.93,0.92,0.54,0.77,0.7,0.73,0.58,0.85,0.76,0.74
dvd-create.csv,0.36,0.39,0.43,0.66,0.4,0.39,0.43,0.39,0.44,0.44,0.38,0.37,0.55,0.44,0.36,0.41,0.41,0.38,0.53,0.5
gbif-indexingtoolkit.csv,0.94,0.94,0.86,0.61,0.92,0.93,0.88,0.9,0.97,0.0,0.85,0.8,0.87,0.86,0.83,0.86,0.88,0.92,0.96,0.73
go.csv,0.43,0.45,0.56,0.89,0.5,0.45,0.48,0.38,0.49,0.67,0.4,0.47,0.44,0.41,0.37,0.45,0.4,0.42,0.56,0.49
growl-for-windows.csv,0.45,0.45,0.5,0.67,0.46,0.4,0.53,0.4,0.55,0.75,0.4,0.54,0.48,0.37,0.39,0.52,0.41,0.56,0.57,0.54
gss.csv,0.39,0.38,0.44,0.67,0.42,0.34,0.44,0.33,0.51,0.0,0.33,0.47,0.48,0.41,0.29,0.41,0.37,0.34,0.52,0.47
kwave.csv,0.59,0.44,0.94,0.61,0.48,0.58,0.72,0.6,0.65,0.8,0.38,0.51,0.56,0.62,0.45,0.83,0.68,0.46,0.57,0.52
libarchive.csv,0.47,0.42,0.59,0.94,0.7,0.43,0.47,0.43,0.52,0.47,0.44,0.47,0.47,0.52,0.34,0.65,0.47,0.67,0.57,0.55
linux-ntfs.csv,0.71,0.64,0.7,0.86,0.85,0.62,0.7,0.65,1.0,0.71,0.47,0.74,0.55,0.61,0.52,0.85,0.54,0.54,0.71,0.69
lsb.csv,0.38,0.4,0.41,0.56,0.44,0.37,0.47,0.33,0.46,0.0,0.32,0.4,0.41,0.34,0.3,0.33,0.34,0.43,0.52,0.41
mpgravity.csv,0.68,0.66,0.59,0.77,0.62,0.49,0.74,0.76,0.82,0.75,0.79,0.93,0.53,0.64,0.5,0.63,0.5,0.68,0.65,0.5
nativeclient.csv,0.42,0.41,0.64,0.87,0.58,0.44,0.45,0.48,0.54,0.56,0.42,0.44,0.44,0.42,0.36,0.64,0.37,0.42,0.57,0.51
qcad2.csv,0.7,0.4,0.79,0.7,0.42,0.62,0.63,0.56,0.87,0.7,0.51,0.94,0.54,0.79,0.54,0.52,0.43,0.52,0.6,0.44
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.54,0.53,0.89,0.71,0.42,0.71,0.49,0.44,0.55,0.73,0.41,0.53,0.61,0.43,0.39,0.43,0.43,0.5,0.84,0.54
xinity.csv,0.62,0.45,0.54,0.94,0.43,0.49,0.63,0.41,0.56,0.0,0.75,0.67,0.6,0.58,0.4,0.45,0.55,0.8,0.53,0.5
