,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.69,0.55,0.21,0.22,0.48,0.34,0.32,0.24,0.02,0.26,0.26,0.31,0.97,0.63,0.59,0.46,0.28,0.59,0.29,0.49
amygdala.csv,0.67,0.49,0.35,0.2,0.23,0.67,0.51,0.2,0.01,0.39,0.2,0.99,0.49,0.75,0.7,0.47,0.52,0.56,0.42,0.47
awemud.csv,1.0,0.61,0.18,0.13,0.66,0.56,0.54,0.25,0.01,0.0,0.27,0.48,0.61,0.66,0.58,0.45,0.53,0.46,0.38,0.53
bullet.csv,0.73,0.76,0.27,0.3,0.65,0.98,0.47,0.33,0.01,0.4,0.26,0.63,0.48,0.69,0.72,0.67,0.46,0.58,0.62,0.59
customwars.csv,0.36,0.31,0.18,0.3,0.45,0.43,0.3,0.43,0.0,0.29,0.94,0.2,0.5,0.38,0.47,0.36,0.58,0.68,0.4,0.4
dvd-create.csv,0.78,0.76,0.42,0.32,0.99,0.77,0.52,0.38,0.01,0.33,0.24,0.72,0.26,0.59,0.67,0.74,0.57,0.56,0.68,0.59
gbif-indexingtoolkit.csv,0.32,0.3,0.35,0.34,0.23,0.24,0.18,0.95,0.01,0.0,0.32,0.14,0.31,0.15,0.17,0.22,0.41,0.49,0.38,0.32
go.csv,0.7,0.99,0.28,0.4,0.63,0.65,0.57,0.25,0.01,0.0,0.26,0.62,0.51,0.73,0.71,0.61,0.61,0.6,0.58,0.62
growl-for-windows.csv,0.7,0.72,0.26,0.35,0.71,0.74,0.52,0.36,0.02,0.58,0.33,0.55,0.52,0.68,0.62,0.6,0.6,1.0,0.45,0.57
gss.csv,0.76,0.69,0.31,0.55,0.68,0.73,0.56,0.26,0.01,0.0,0.3,0.58,0.49,0.62,0.69,0.98,0.68,0.58,0.58,0.64
kwave.csv,0.6,0.76,1.0,0.37,0.69,0.51,0.43,0.26,0.01,0.24,0.24,0.6,0.45,0.55,0.44,0.52,0.36,0.47,0.68,0.59
libarchive.csv,0.68,0.69,0.32,0.32,0.41,0.59,0.56,0.29,0.01,0.41,0.3,0.54,0.58,0.54,0.61,0.51,0.58,0.7,0.48,0.95
linux-ntfs.csv,0.5,0.48,0.17,0.25,0.36,0.55,0.41,0.45,0.02,0.18,0.32,0.33,0.46,0.5,0.42,0.47,1.0,0.6,0.53,0.51
lsb.csv,0.81,0.77,0.31,0.84,0.79,0.85,0.5,0.29,0.01,0.0,0.28,0.65,0.51,0.71,0.73,0.77,0.6,0.8,0.67,0.68
mpgravity.csv,0.43,0.42,0.15,0.3,0.46,0.61,0.42,0.21,0.01,1.0,0.3,0.26,0.51,0.44,0.52,0.45,0.68,0.81,0.48,0.6
nativeclient.csv,0.7,0.71,0.42,0.38,0.56,0.62,0.59,0.33,0.01,0.46,0.2,0.63,0.57,0.64,0.65,0.41,0.66,0.48,0.99,0.61
qcad2.csv,0.43,0.74,0.34,0.46,0.77,0.46,0.98,0.3,0.01,0.17,0.3,0.22,0.5,0.42,0.46,0.72,0.61,0.49,0.59,0.62
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.66,0.71,0.16,0.23,0.79,0.46,0.55,0.32,0.01,0.44,0.32,0.53,0.35,0.99,0.59,0.6,0.56,0.41,0.43,0.61
xinity.csv,0.42,0.66,0.29,0.32,0.66,0.6,0.36,0.23,0.01,0.0,0.19,0.48,0.24,0.43,0.99,0.51,0.39,0.3,0.58,0.49
