,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.2,0.07,0.16,0.39,0.06,0.1,0.14,0.52,0.19,0.2,0.32,0.17,0.0,0.27,0.46,0.0,0.17,0.11,0.05,0.06
amygdala.csv,0.63,0.11,0.3,0.13,0.11,0.62,0.66,0.84,0.59,0.61,0.6,0.0,0.74,0.47,0.69,0.6,0.59,0.56,0.27,0.15
awemud.csv,0.0,0.38,0.45,0.49,0.28,0.33,0.39,0.48,0.5,0.02,0.71,0.34,0.28,0.43,0.5,0.4,0.62,0.44,0.16,0.22
bullet.csv,0.77,0.58,0.64,0.01,0.39,0.0,0.61,0.58,0.6,0.59,0.74,0.71,0.53,0.69,0.69,0.8,0.48,0.83,0.5,0.56
customwars.csv,0.1,0.29,0.45,0.21,0.5,0.48,0.15,0.22,0.02,0.0,0.0,0.2,0.46,0.22,0.31,0.35,0.21,0.06,0.34,0.26
dvd-create.csv,0.77,0.84,0.66,0.83,0.06,0.71,0.78,0.54,0.61,0.68,0.77,0.74,0.68,0.53,0.54,0.3,0.76,0.72,0.5,0.57
gbif-indexingtoolkit.csv,0.07,0.42,0.05,0.9,0.17,0.24,0.03,0.0,0.3,0.0,0.15,0.06,0.18,0.02,0.08,0.15,0.03,0.06,0.46,0.65
go.csv,0.6,0.0,0.38,0.2,0.39,0.38,0.65,0.76,0.55,0.07,0.8,0.51,0.48,0.47,0.65,0.55,0.76,0.33,0.38,0.53
growl-for-windows.csv,0.4,0.56,0.77,0.6,0.33,0.62,0.47,0.7,0.23,0.12,0.61,0.29,0.64,0.71,0.73,0.35,0.55,0.0,0.33,0.32
gss.csv,0.4,0.71,0.5,0.14,0.56,0.67,0.51,0.44,0.59,0.0,0.65,0.8,0.59,0.55,0.77,0.0,0.38,0.56,0.4,0.28
kwave.csv,0.37,0.69,0.0,0.76,0.39,0.29,0.43,0.32,0.58,0.07,0.58,0.57,0.57,0.24,0.58,0.05,0.38,0.56,0.57,0.74
libarchive.csv,0.23,0.27,0.29,0.05,0.17,0.24,0.27,0.36,0.38,0.27,0.53,0.37,0.31,0.24,0.62,0.25,0.21,0.28,0.16,0.0
linux-ntfs.csv,0.3,0.56,0.46,0.49,0.5,0.29,0.26,0.26,0.11,0.44,0.37,0.37,0.66,0.24,0.31,0.15,0.0,0.33,0.53,0.28
lsb.csv,0.83,0.8,0.77,0.01,0.67,0.81,0.96,0.86,0.52,0.0,0.93,0.71,0.71,0.88,0.88,0.8,0.72,0.89,0.7,0.43
mpgravity.csv,0.17,0.36,0.62,0.34,0.5,0.57,0.25,0.28,0.18,0.0,0.23,0.23,0.48,0.18,0.5,0.4,0.24,0.11,0.37,0.38
nativeclient.csv,0.67,0.18,0.25,0.17,0.17,0.19,0.48,0.38,0.37,0.44,0.57,0.54,0.46,0.41,0.58,0.25,0.52,0.61,0.0,0.44
qcad2.csv,0.23,0.8,0.23,0.35,0.67,0.14,0.0,0.24,0.15,0.49,0.31,0.31,0.44,0.06,0.35,0.2,0.28,0.56,0.75,0.74
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.47,0.27,0.12,0.78,0.56,0.14,0.42,0.42,0.54,0.22,0.48,0.43,0.52,0.04,0.42,0.35,0.62,0.39,0.16,0.51
xinity.csv,0.43,0.4,0.36,0.05,0.28,0.33,0.48,0.54,0.46,0.0,0.33,0.26,0.5,0.49,0.04,0.7,0.38,0.17,0.35,0.47
