,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.42,0.54,0.6,0.49,0.5,0.44,0.8,0.59,0.72,0.38,0.47,0.45,0.75,0.55,0.8,0.38,0.64,0.35,0.86
beast-mcmc.csv,0.7,0.6,0.74,0.76,0.65,0.6,0.5,0.65,0.44,0.58,0.55,0.57,0.59,0.62,0.83,0.6,0.67,0.64,0.8
bigdata.csv,0.63,0.58,0.49,0.45,0.43,0.64,0.94,0.45,0.0,0.37,0.43,0.34,0.46,0.46,0.94,0.83,0.59,0.83,0.52
codesmith.csv,0.45,0.53,0.63,0.56,0.51,0.51,0.45,0.62,0.6,0.48,0.54,0.56,0.67,0.62,0.53,0.79,0.45,0.73,0.92
coot.csv,0.51,0.56,0.54,0.48,0.6,0.5,0.48,0.86,0.59,0.47,0.55,0.42,0.87,0.52,0.53,0.62,0.57,0.87,0.92
cuberok.csv,0.49,0.53,0.54,0.41,0.41,0.43,0.57,0.94,0.67,0.38,0.4,0.33,0.72,0.54,0.9,0.38,0.68,0.47,0.52
icescrum.csv,0.59,0.44,0.59,0.47,0.5,0.49,0.45,0.48,0.69,0.42,0.42,0.46,0.64,0.5,0.41,0.59,0.9,0.37,0.82
jbasic.csv,0.74,0.48,0.82,0.76,0.69,0.59,0.62,0.59,0.67,0.52,0.52,0.53,0.67,0.72,0.67,0.57,0.83,0.5,0.48
jrefactory.csv,0.62,0.54,0.61,0.57,0.42,0.64,0.62,0.57,0.61,0.45,0.55,0.36,0.82,0.64,0.93,0.48,0.56,0.42,0.45
jsecurity.csv,0.93,0.7,0.84,0.82,0.94,0.91,0.44,0.88,0.92,0.88,0.9,0.52,0.9,0.9,0.46,0.91,0.94,0.71,0.67
kolmafia.csv,0.44,0.5,0.5,0.4,0.48,0.48,0.86,0.55,0.54,0.39,0.44,0.43,0.73,0.59,0.44,0.37,0.49,0.7,0.33
libopenmetaverse.csv,0.42,0.44,0.59,0.52,0.56,0.43,0.43,0.45,0.49,0.39,0.52,0.39,0.53,0.57,0.51,0.5,0.45,0.44,0.54
mevenide.csv,0.97,0.64,0.96,0.94,0.63,0.79,0.86,0.62,0.62,0.86,0.83,0.6,0.83,0.85,0.9,0.39,0.7,0.88,0.48
mobicents.csv,0.58,0.44,0.66,0.74,0.52,0.52,0.68,0.47,0.68,0.54,0.55,0.57,0.82,0.67,0.56,0.5,0.63,0.57,0.88
opendvr.csv,0.4,0.42,0.54,0.48,0.42,0.47,0.49,0.56,0.82,0.37,0.46,0.51,0.85,0.52,0.49,0.33,0.52,0.55,0.46
power-architect.csv,0.53,0.55,0.43,0.44,0.37,0.44,0.59,0.61,0.65,0.41,0.46,0.39,0.81,0.48,0.94,0.33,0.51,0.6,0.34
sidekar.csv,0.42,0.44,0.42,0.49,0.47,0.42,0.43,0.55,0.49,0.38,0.41,0.47,0.52,0.42,0.44,0.35,0.75,0.32,0.42
ta3d.csv,0.45,0.44,0.57,0.49,0.53,0.47,0.41,0.67,0.54,0.42,0.57,0.45,0.52,0.6,0.4,0.44,0.43,0.41,0.41
thedata.csv,0.88,0.91,0.95,0.93,0.8,0.93,0.0,0.56,0.63,0.73,0.98,0.94,0.46,0.92,0.44,0.67,0.88,0.67,0.75
