,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.44,0.34,0.2,0.45,0.31,0.42,0.11,0.21,0.0,0.5,0.41,0.41,0.06,0.31,0.03,0.38,0.21,0.38,0.1
beast-mcmc.csv,0.0,0.37,0.54,0.13,0.2,0.23,0.31,0.08,0.95,0.36,0.35,0.26,0.34,0.32,0.46,0.12,0.0,0.25,0.15
bigdata.csv,0.22,0.29,0.41,0.92,0.69,0.2,0.26,0.97,0.0,0.57,0.0,0.72,0.92,0.86,0.27,0.09,0.62,0.19,0.44
codesmith.csv,0.51,0.47,0.22,0.32,0.51,0.38,0.4,0.24,0.31,0.57,0.32,0.21,0.13,0.3,0.38,0.16,0.0,0.31,0.18
coot.csv,0.47,0.61,0.51,0.45,0.43,0.65,0.6,0.18,0.52,0.57,0.49,0.56,0.15,0.64,0.0,0.25,0.35,0.31,0.16
cuberok.csv,0.37,0.34,0.34,0.26,0.8,0.46,0.03,0.06,0.22,0.64,0.59,0.82,0.36,0.41,0.19,0.31,0.24,0.25,0.35
icescrum.csv,0.15,0.34,0.2,0.13,0.26,0.23,0.29,0.36,0.17,0.43,0.35,0.31,0.13,0.31,0.3,0.0,0.06,0.31,0.16
jbasic.csv,0.21,0.32,0.15,0.05,0.14,0.24,0.26,0.0,0.26,0.14,0.32,0.31,0.02,0.15,0.0,0.12,0.21,0.25,0.32
jrefactory.csv,0.31,0.0,0.76,0.45,0.83,0.38,0.34,0.77,0.59,0.29,0.35,0.28,0.32,0.51,0.22,0.38,0.44,0.56,0.73
jsecurity.csv,0.2,0.26,0.0,0.29,0.17,0.26,0.71,0.06,0.16,0.0,0.35,0.64,0.17,0.08,0.65,0.22,0.26,0.25,0.23
kolmafia.csv,0.48,0.55,0.54,0.26,0.43,0.28,0.26,0.2,0.26,0.29,0.32,0.03,0.26,0.45,0.24,0.56,0.56,0.06,0.81
libopenmetaverse.csv,0.81,0.74,0.78,0.89,0.0,0.87,0.89,0.97,0.83,0.93,0.62,0.79,0.83,0.78,0.59,0.47,0.62,0.88,0.56
mevenide.csv,0.1,0.29,0.11,0.16,0.23,0.17,0.09,0.14,0.36,0.0,0.14,0.21,0.06,0.0,0.16,0.5,0.21,0.12,0.48
mobicents.csv,0.28,0.45,0.27,0.32,0.34,0.0,0.43,0.65,0.34,0.36,0.38,0.33,0.13,0.2,0.51,0.41,0.29,0.19,0.11
opendvr.csv,0.79,0.92,0.31,0.34,0.77,0.62,0.69,0.24,0.26,0.86,0.76,0.46,0.0,0.36,0.57,0.78,0.59,0.62,0.56
power-architect.csv,0.38,0.18,0.4,0.34,0.94,0.57,0.51,0.36,0.33,0.0,0.57,0.77,0.3,0.48,0.24,0.59,0.53,0.31,0.89
sidekar.csv,0.56,0.71,0.46,0.05,0.63,0.64,0.49,0.23,0.59,0.5,0.7,0.38,0.58,0.62,0.51,0.53,0.35,0.5,0.52
ta3d.csv,0.59,0.5,0.67,0.37,0.49,0.63,0.6,0.29,0.45,0.64,0.62,0.44,0.38,0.64,0.51,0.53,0.44,0.0,0.5
thedata.csv,0.22,0.13,0.09,0.21,0.06,0.19,0.03,0.52,0.36,0.64,0.19,0.26,0.38,0.25,0.57,0.06,0.09,0.25,0.0
