,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.26,0.26,0.28,0.22,1.0,0.15,0.53,0.15,0.42,0.18,0.54,0.69,0.08,0.08,0.14
arianne.csv,0.96,0.24,0.74,0.56,0.5,0.38,0.58,0.32,0.31,0.45,0.77,0.27,0.32,0.31,0.14
auber.csv,0.32,0.6,0.52,0.56,0.65,0.77,0.53,0.57,0.56,0.97,0.38,0.55,0.3,0.54,0.64
bl-toolkit.csv,0.44,0.56,0.98,0.44,0.85,0.92,0.58,0.21,0.58,0.82,0.71,0.72,0.92,0.48,0.25
growl-for-windows.csv,0.49,0.53,0.32,0.33,0.3,0.62,0.56,0.36,0.6,0.34,0.86,0.8,0.49,0.48,1.0
keyczar.csv,0.23,0.52,0.62,0.22,0.95,0.69,0.94,0.43,0.44,0.7,0.78,0.48,0.24,0.98,0.25
kml.csv,0.24,0.65,0.32,0.44,0.45,0.38,1.0,0.51,0.62,0.54,0.6,0.72,0.59,0.31,0.31
knowledge.csv,0.48,1.0,0.94,0.78,0.95,1.0,0.78,0.81,1.0,0.94,0.82,0.68,1.0,0.9,0.42
les-indemodables.csv,0.2,0.42,0.2,0.22,0.25,0.23,0.47,0.38,0.48,0.34,0.23,0.55,0.89,0.19,0.14
lportal.csv,0.76,0.31,0.36,0.0,0.15,0.0,0.22,0.53,0.06,0.07,0.22,0.91,0.3,0.04,0.78
lufa-lib.csv,0.34,0.29,0.62,0.78,0.5,0.62,0.69,0.47,0.48,0.43,0.98,0.72,0.68,0.21,0.56
micomt.csv,0.54,0.39,0.14,0.11,0.4,1.0,0.11,0.13,0.46,0.48,0.1,0.65,0.7,0.06,0.56
sigil.csv,0.4,0.71,0.38,0.44,0.95,0.92,0.83,0.66,0.96,0.75,0.52,0.54,0.59,0.5,0.33
ultimairis.csv,0.52,0.82,0.68,0.44,0.55,0.54,0.33,0.96,0.65,0.72,0.54,0.77,0.89,0.56,0.64
voms.csv,0.03,0.0,0.04,0.89,0.05,0.08,0.03,0.0,0.02,0.03,0.03,0.03,0.11,0.02,0.0
