,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.3,0.3,0.32,0.26,1.0,0.18,0.57,0.18,0.47,0.21,0.56,0.7,0.1,0.1,0.17
arianne.csv,0.97,0.28,0.68,0.57,0.5,0.42,0.55,0.35,0.35,0.47,0.52,0.3,0.35,0.36,0.16
auber.csv,0.36,0.6,0.53,0.58,0.62,0.78,0.58,0.57,0.59,0.97,0.42,0.55,0.35,0.58,0.62
bl-toolkit.csv,0.47,0.6,0.98,0.47,0.67,0.62,0.49,0.25,0.57,0.65,0.43,0.61,0.37,0.52,0.29
growl-for-windows.csv,0.5,0.57,0.36,0.37,0.34,0.49,0.47,0.4,0.57,0.38,0.44,0.71,0.52,0.5,1.0
keyczar.csv,0.27,0.56,0.52,0.26,0.69,0.32,0.64,0.41,0.46,0.6,0.62,0.52,0.27,0.97,0.29
kml.csv,0.28,0.45,0.36,0.48,0.47,0.42,1.0,0.54,0.65,0.56,0.54,0.71,0.63,0.36,0.35
knowledge.csv,0.51,1.0,0.58,0.69,0.66,0.09,0.64,0.59,0.21,0.17,0.36,0.65,0.0,0.0,0.4
les-indemodables.csv,0.24,0.48,0.24,0.26,0.29,0.27,0.51,0.42,0.53,0.38,0.27,0.58,0.91,0.23,0.17
lportal.csv,0.48,0.28,0.32,0.0,0.17,0.0,0.24,0.47,0.07,0.09,0.26,0.93,0.33,0.05,0.35
lufa-lib.csv,0.38,0.33,0.58,0.64,0.52,0.64,0.67,0.49,0.51,0.46,0.98,0.65,0.58,0.25,0.61
micomt.csv,0.5,0.43,0.17,0.13,0.44,1.0,0.13,0.16,0.5,0.52,0.12,0.57,0.7,0.07,0.59
sigil.csv,0.44,0.68,0.41,0.48,0.71,0.82,0.82,0.61,0.96,0.71,0.52,0.55,0.56,0.53,0.37
ultimairis.csv,0.51,0.68,0.63,0.47,0.54,0.56,0.38,0.96,0.64,0.56,0.57,0.63,0.45,0.52,0.62
voms.csv,0.04,0.0,0.05,0.91,0.06,0.1,0.04,0.0,0.02,0.04,0.04,0.04,0.13,0.02,0.0
