,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.45,0.42,0.28,0.62,0.46,0.7,0.47,0.2,0.57,0.0,0.15,0.56
avifile.csv,0.53,0.31,0.49,0.11,0.7,0.21,0.48,0.41,0.11,0.42,0.52,0.71,0.68,0.11
delphilhlplib.csv,0.07,0.26,0.44,0.54,0.85,0.38,0.42,0.13,0.5,0.42,0.43,0.0,0.2,0.51
fluidium.csv,0.0,0.23,0.22,0.22,0.0,0.46,0.58,0.0,0.0,0.08,0.0,0.32,0.37,0.0
gnome-jabber.csv,0.05,0.29,0.7,0.39,0.6,0.52,0.38,0.54,0.42,0.53,0.48,0.75,0.7,0.6
ipfilter.csv,0.15,0.33,0.81,0.46,0.85,0.18,0.49,0.61,0.3,0.44,0.54,0.95,0.95,0.45
jparsec.csv,0.17,0.27,0.73,0.47,0.85,0.55,0.51,0.65,0.44,0.66,0.54,0.97,0.82,0.61
loki-lib.csv,0.13,0.27,0.79,0.52,0.82,0.38,0.42,0.47,0.55,0.36,0.61,0.73,0.56,0.59
mumble.csv,0.0,0.29,0.67,0.51,0.83,0.5,0.0,0.51,0.71,0.56,0.37,0.96,0.67,0.0
opengs.csv,0.12,0.26,0.7,0.42,0.63,0.72,0.48,0.46,0.52,0.57,0.29,0.47,0.59,0.5
owfs.csv,0.09,0.25,0.76,0.4,0.59,0.59,0.57,0.63,0.43,0.59,0.6,0.64,0.7,0.63
rectracker.csv,0.12,0.33,0.89,0.49,0.85,0.58,0.62,0.69,0.48,0.57,0.55,0.97,0.71,0.53
rockbox.csv,0.06,0.29,0.47,0.06,0.17,0.29,0.22,0.41,0.45,0.27,0.44,0.44,0.29,0.71
zealos.csv,0.17,0.07,0.27,0.65,0.63,0.06,0.14,0.05,0.13,0.3,0.35,0.06,0.2,0.1
