,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.45,0.64,0.52,0.55,0.47,0.76,0.88,0.23,0.31,0.21,0.19,0.26,0.67,0.26
cme.csv,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.16,0.91
hydrate.csv,0.7,0.54,0.61,0.56,0.45,0.16,0.64,0.45,0.34,0.55,0.22,0.74,0.67,0.23
ivef-sdk.csv,0.73,0.74,0.57,0.81,0.38,1.0,0.41,0.0,0.42,0.61,0.0,0.69,0.0,0.18
jmri.csv,0.54,0.42,0.65,0.21,0.11,0.71,0.49,0.48,0.39,0.37,0.43,0.49,0.43,0.18
jython.csv,0.76,0.74,0.49,0.77,0.4,0.83,0.65,0.6,0.4,0.57,0.24,0.75,0.62,0.11
kdenlive.csv,0.78,0.71,0.53,0.51,0.45,0.53,0.38,0.22,0.54,0.6,0.27,0.8,0.77,0.22
opentibia.csv,0.48,0.85,0.49,0.51,0.36,0.08,0.63,0.29,0.12,0.05,0.17,0.4,0.65,0.0
projectfactory.csv,0.15,0.11,0.41,0.06,0.4,0.11,0.44,0.56,0.44,0.59,0.29,0.34,0.63,0.27
runuomondains.csv,0.65,0.59,0.65,0.33,0.34,0.57,0.53,0.53,0.49,0.63,0.54,0.65,0.53,0.13
somap.csv,0.75,0.89,0.58,0.76,0.54,0.58,0.65,0.21,0.41,0.56,0.23,0.91,0.78,0.19
taverna.csv,0.5,0.52,0.27,0.28,0.63,0.18,0.64,0.13,0.36,0.66,0.42,0.55,0.21,0.0
unbvision.csv,0.74,0.62,0.46,0.33,0.26,0.56,0.41,0.21,0.62,0.37,0.28,0.24,0.76,0.17
x-ray-mule.csv,0.31,0.29,0.17,0.83,0.38,0.0,0.0,0.08,0.36,0.58,0.0,0.59,0.16,0.27
