,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.42,0.98,0.68,0.63,0.67,0.62,0.53,0.47,0.7,0.55,0.5,0.38,0.67
bdbbasic.csv,0.04,0.41,0.66,0.71,0.87,0.56,0.69,0.54,0.74,0.48,0.67,0.6,0.54
foursquared.csv,0.0,0.06,0.49,0.97,0.25,0.05,0.1,0.1,0.37,0.0,0.13,0.06,0.0
impala.csv,0.77,0.51,0.09,0.49,0.38,0.2,0.46,0.87,0.38,0.22,0.35,0.41,0.09
jicarilla.csv,0.99,0.01,0.05,0.0,0.19,0.2,0.04,0.05,0.02,0.18,0.0,0.1,0.06
ng4j.csv,0.11,0.5,0.57,0.71,0.62,0.54,0.49,0.32,0.71,0.3,0.75,0.55,0.96
open-data-kit.csv,0.14,0.05,0.69,0.57,0.06,1.0,0.56,0.41,0.7,0.58,0.56,0.33,0.64
pentahoanalysistool.csv,0.41,0.58,0.97,0.43,0.66,0.29,0.36,0.19,0.59,0.18,0.41,0.69,0.29
tradelink.csv,0.0,0.46,0.23,0.34,0.47,0.16,0.1,0.19,0.33,0.07,0.91,0.13,0.18
turbotrader-bos.csv,0.04,0.57,0.4,0.47,0.63,0.32,0.24,0.41,0.97,0.35,0.36,0.35,0.49
ultimairis.csv,0.49,0.35,0.55,0.4,0.48,0.48,0.56,0.62,0.65,0.95,0.58,0.26,0.46
wikipediardware.csv,0.53,0.17,0.35,0.42,0.49,0.43,0.38,0.43,0.24,0.2,0.44,0.98,0.3
yafdotnet.csv,0.0,0.24,0.37,0.33,0.09,0.32,0.96,0.4,0.6,0.55,0.64,0.42,0.59
