,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.59,0.02,0.58,0.72,0.37,0.45,0.56,0.65,0.54,0.46,0.58,0.29,0.44
bdbbasic.csv,0.19,0.86,0.37,0.3,0.0,0.3,0.36,0.53,0.46,0.38,0.35,0.57,0.25
foursquared.csv,0.0,0.0,0.15,0.0,0.06,0.0,0.02,0.04,0.09,0.0,0.0,0.07,0.0
impala.csv,0.38,0.71,0.98,0.74,0.73,0.95,0.59,0.0,0.88,0.15,0.45,0.71,0.98
jicarilla.csv,0.03,0.04,0.07,0.09,0.49,0.18,0.17,0.02,0.11,0.11,0.08,0.07,0.17
ng4j.csv,0.22,0.39,0.37,0.28,0.16,0.39,0.34,0.36,0.48,0.12,0.38,0.14,0.0
open-data-kit.csv,0.3,0.08,0.61,0.76,0.08,0.0,0.53,0.55,0.45,0.57,0.29,0.14,0.41
pentahoanalysistool.csv,0.16,0.45,0.0,0.11,0.65,0.27,0.1,0.39,0.21,0.1,0.25,0.5,0.12
tradelink.csv,0.14,0.18,0.08,0.07,0.06,0.11,0.02,0.2,0.08,0.04,0.0,0.07,0.0
turbotrader-bos.csv,0.19,0.51,0.36,0.17,0.37,0.18,0.05,0.15,0.0,0.1,0.27,0.57,0.2
ultimairis.csv,0.49,0.45,0.73,0.5,0.78,0.48,0.59,0.68,0.48,0.0,0.56,0.93,0.51
wikipediardware.csv,0.81,0.96,0.9,0.87,0.84,0.86,0.89,0.85,0.94,0.95,0.84,0.0,0.92
yafdotnet.csv,0.3,0.94,0.34,0.24,0.98,0.27,0.02,0.31,0.29,0.22,0.64,0.57,0.46
