,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.81,0.49,1.04,1.0,0.79,0.89,0.69,0.84
bibedt.csv,0.43,0.86,0.55,0.32,0.83,0.69,0.9,0.73
customwars.csv,0.62,0.57,0.84,0.53,0.66,0.77,0.72,0.9
impala.csv,0.88,0.75,0.79,0.79,0.72,0.87,0.47,0.86
massiv.csv,1.0,1.0,0.03,1.0,0.83,1.0,0.96,0.88
playerstage.csv,0.37,0.91,0.58,0.43,0.73,0.72,0.78,0.72
quarkplusplus.csv,0.51,0.95,0.45,0.58,0.52,0.49,0.9,0.64
xinity.csv,0.92,0.87,0.77,0.79,0.9,0.91,0.64,0.55
