,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.3,0.68,0.0,0.0,0.21,0.24,0.24,0.27
bibedt.csv,0.66,0.31,0.02,0.67,0.26,0.43,0.1,0.65
customwars.csv,0.51,0.65,0.01,0.4,0.27,0.34,0.19,0.63
impala.csv,0.2,0.48,0.01,0.35,0.3,0.32,0.35,0.26
massiv.csv,0.0,0.0,0.35,0.0,0.24,0.0,0.06,0.21
playerstage.csv,0.69,0.19,0.02,0.55,0.25,0.39,0.16,0.54
quarkplusplus.csv,0.58,0.12,0.03,0.37,0.34,0.61,0.1,0.56
xinity.csv,0.28,0.63,0.01,0.23,0.12,0.48,0.22,0.71
