,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.17,0.09,0.0,0.0,0.18,0.24,0.78
firebird.csv,0.61,0.01,0.64,0.41,0.31,0.39,0.52
kmatplot.csv,0.02,0.47,0.43,0.23,0.33,0.24,0.38
mscore.csv,0.48,0.41,0.14,0.31,0.0,0.27,0.47
openmalaria.csv,0.55,0.52,0.09,0.67,0.36,0.0,0.39
popeye-chess.csv,0.61,0.41,0.0,0.44,0.15,0.22,0.37
riff-evolve.csv,0.64,0.56,0.61,0.28,0.55,0.63,0.0
