,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.39,0.32,0.17,0.96,0.34,0.2,0.48
firebird.csv,0.6,0.98,0.59,0.59,0.6,0.46,0.66
kmatplot.csv,0.97,0.51,0.43,0.19,0.34,0.22,0.44
mscore.csv,0.63,0.58,0.48,0.68,0.96,0.62,0.63
openmalaria.csv,0.69,0.59,0.62,0.59,0.67,1.0,0.54
popeye-chess.csv,0.64,0.58,0.98,0.65,0.54,0.66,0.5
riff-evolve.csv,0.58,0.62,0.66,0.59,0.55,0.48,0.98
