,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.74,0.76,0.8,0.97,0.83,0.95,0.57
firebird.csv,0.47,0.51,0.62,0.5,0.58,0.71,0.56
kmatplot.csv,0.83,0.59,0.82,0.98,0.71,0.95,0.9
mscore.csv,0.49,0.4,0.52,0.54,0.47,0.51,0.57
openmalaria.csv,0.41,0.38,0.42,0.32,0.36,0.5,0.41
popeye-chess.csv,0.44,0.39,0.56,0.45,0.46,0.53,0.51
riff-evolve.csv,0.51,0.49,0.64,0.8,0.57,0.57,0.56
