,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.32,0.78,1.0,1.0,0.72,0.37,0.46
firebird.csv,0.2,0.99,0.47,0.12,0.73,0.47,0.58
kmatplot.csv,0.93,0.54,0.42,0.06,0.58,0.4,0.51
mscore.csv,0.24,0.61,0.71,0.17,1.0,0.64,0.58
openmalaria.csv,0.25,0.57,0.83,0.09,0.73,1.0,0.57
popeye-chess.csv,0.22,0.61,1.0,0.13,0.82,0.71,0.56
riff-evolve.csv,0.2,0.57,0.51,0.16,0.61,0.41,1.0
