,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.68,0.72,0.86,0.05,0.72,0.87,0.85
firebird.csv,0.69,0.03,0.7,0.57,0.52,0.69,0.58
kmatplot.csv,0.04,0.68,0.74,0.87,0.77,0.84,0.7
mscore.csv,0.59,0.58,0.59,0.45,0.05,0.49,0.58
openmalaria.csv,0.59,0.64,0.44,0.72,0.49,0.0,0.62
popeye-chess.csv,0.66,0.59,0.03,0.55,0.53,0.42,0.64
riff-evolve.csv,0.71,0.64,0.65,0.52,0.69,0.79,0.02
