,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.77,0.72,0.69,0.63,0.57,0.83,0.8,0.92,0.62,0.71,0.96,0.6,0.05,0.76,0.59,0.82,0.51
arm-webradio.csv,0.69,0.46,0.35,0.51,0.47,0.65,0.86,0.89,0.69,0.55,1.01,0.73,0.84,0.42,0.6,0.85,0.01
bwapi.csv,0.44,0.78,0.78,0.53,0.61,0.87,0.77,0.87,0.61,0.6,0.81,0.64,0.7,0.32,0.55,0.03,0.5
co-ode-owl-plugins.csv,0.69,0.58,0.62,0.84,0.57,0.88,1.0,0.17,0.6,0.76,0.9,0.77,0.7,0.88,0.58,1.0,0.37
firebreath.csv,0.84,0.61,0.61,0.61,0.39,0.04,0.62,0.67,0.78,0.62,0.6,0.94,0.84,0.86,0.66,0.64,0.78
frogatto.csv,0.69,0.96,0.5,0.51,0.48,0.64,0.59,0.81,0.61,0.7,0.78,1.0,0.9,0.33,0.03,0.93,0.99
gretl.csv,0.62,0.72,0.76,0.79,0.74,0.83,0.61,0.72,0.83,0.83,0.64,0.03,0.66,0.31,0.65,0.83,0.56
jasperreports.csv,0.95,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.12,1.0,0.99,1.0
konversation.csv,0.94,0.78,0.08,0.87,0.8,0.97,0.91,0.94,0.93,1.0,1.0,0.79,0.8,0.65,0.8,0.94,0.44
linuxsh.csv,0.75,0.1,0.51,0.58,0.51,0.65,1.0,0.84,0.61,0.71,0.94,0.81,0.91,0.77,0.52,0.75,0.46
moviesandbox.csv,0.69,0.73,0.36,0.81,0.12,0.7,0.91,0.95,0.66,0.59,0.94,0.76,0.85,0.44,0.67,0.74,0.68
ontomorphtab.csv,0.0,0.82,0.8,0.66,0.83,0.66,0.83,0.86,0.6,0.83,0.79,0.72,0.83,0.62,0.85,0.74,0.86
opengs.csv,0.89,1.01,1.0,0.79,0.91,0.89,1.01,0.85,0.02,0.92,0.94,0.66,0.73,0.52,0.86,0.98,0.57
scite-ru.csv,0.82,0.66,0.75,0.81,0.63,0.78,0.24,0.63,0.65,0.97,0.95,0.69,0.78,0.86,0.86,0.67,0.55
tokratan.csv,0.91,1.0,0.51,0.74,0.81,0.97,0.95,1.0,0.98,0.2,1.0,0.88,0.88,0.9,0.87,0.83,1.01
vrjuggler.csv,0.79,1.0,0.56,0.75,0.6,0.72,0.72,0.82,0.76,0.54,0.06,0.87,0.84,0.79,0.71,0.87,0.83
xuggle.csv,0.93,0.51,0.92,0.13,0.87,0.62,0.83,0.79,0.69,0.91,0.89,0.61,0.76,0.93,0.85,0.95,0.95
