,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,1.0,2.0,8.0,52.0,0.0,2.0,0.0,6.0,4.0,23.0,6.0,1.0,0.0,67.0,0.0,0.0,0.0
arm-webradio.csv,0.0,0.0,2.0,10.0,0.0,0.0,1.0,0.0,4.0,20.0,74.0,1.0,1.0,39.0,1.0,2.0,0.0
bwapi.csv,0.0,11.0,11.0,23.0,0.0,3.0,6.0,4.0,0.0,4.0,7.0,1.0,4.0,92.0,2.0,0.0,1.0
co-ode-owl-plugins.csv,3.0,2.0,2.0,23.0,0.0,2.0,72.0,0.0,2.0,8.0,4.0,0.0,0.0,161.0,0.0,1.0,3.0
firebreath.csv,1.0,2.0,9.0,40.0,0.0,0.0,3.0,7.0,5.0,18.0,9.0,2.0,1.0,169.0,0.0,1.0,2.0
frogatto.csv,0.0,4.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,11.0,11.0,2.0,3.0,87.0,0.0,1.0,3.0
gretl.csv,1.0,2.0,11.0,98.0,1.0,1.0,3.0,5.0,3.0,14.0,4.0,0.0,0.0,84.0,6.0,1.0,0.0
jasperreports.csv,1.0,65.0,101.0,415.0,78.0,0.0,72.0,109.0,0.0,138.0,74.0,173.0,142.0,0.0,68.0,0.0,131.0
konversation.csv,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,138.0,74.0,1.0,2.0,2.0,2.0,0.0,0.0
linuxsh.csv,0.0,0.0,7.0,11.0,0.0,1.0,72.0,0.0,3.0,17.0,1.0,0.0,0.0,72.0,3.0,1.0,0.0
moviesandbox.csv,0.0,0.0,4.0,14.0,0.0,4.0,3.0,3.0,0.0,17.0,0.0,2.0,0.0,17.0,1.0,0.0,1.0
ontomorphtab.csv,0.0,3.0,12.0,41.0,2.0,4.0,5.0,4.0,2.0,47.0,7.0,2.0,1.0,205.0,1.0,0.0,4.0
opengs.csv,4.0,65.0,101.0,10.0,0.0,0.0,72.0,3.0,0.0,34.0,1.0,0.0,1.0,79.0,0.0,0.0,0.0
scite-ru.csv,0.0,2.0,32.0,83.0,1.0,3.0,0.0,9.0,2.0,21.0,14.0,0.0,0.0,182.0,0.0,0.0,1.0
tokratan.csv,0.0,65.0,7.0,9.0,0.0,0.0,3.0,109.0,0.0,0.0,74.0,0.0,2.0,62.0,2.0,0.0,131.0
vrjuggler.csv,1.0,65.0,24.0,73.0,2.0,5.0,6.0,10.0,3.0,20.0,0.0,2.0,0.0,80.0,2.0,2.0,1.0
xuggle.csv,1.0,1.0,11.0,0.0,1.0,1.0,1.0,9.0,2.0,22.0,2.0,0.0,1.0,178.0,0.0,0.0,5.0
