,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.69,0.16,0.21,0.13,0.66,0.41,0.29,0.09,0.48,0.14,0.08,0.88,1.0,0.07,0.6,0.71,0.55
arm-webradio.csv,0.92,0.6,0.47,0.2,0.71,0.59,0.75,1.0,0.44,0.18,0.0,0.87,0.54,0.11,0.79,0.69,0.97
bwapi.csv,0.91,0.15,0.15,0.17,0.63,0.39,0.29,0.11,0.55,0.17,0.17,0.86,0.64,0.14,0.63,0.99,0.39
co-ode-owl-plugins.csv,0.68,0.23,0.21,0.14,0.65,0.31,0.0,1.0,0.49,0.1,0.14,0.92,0.62,0.04,0.68,0.76,0.49
firebreath.csv,0.59,0.21,0.17,0.14,0.75,0.95,0.34,0.19,0.36,0.14,0.26,0.83,0.63,0.06,0.55,0.8,0.31
frogatto.csv,0.92,0.15,0.19,0.26,0.72,0.49,0.36,0.15,0.53,0.16,0.19,0.82,0.61,0.13,0.97,0.61,0.26
gretl.csv,0.69,0.16,0.15,0.12,0.59,0.4,0.35,0.18,0.42,0.11,0.25,0.99,0.65,0.15,0.58,0.75,0.36
jasperreports.csv,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
konversation.csv,1.0,0.17,1.0,0.4,0.9,1.0,0.4,0.33,1.0,0.0,0.0,0.8,0.55,0.45,0.57,1.0,0.65
linuxsh.csv,0.82,0.83,0.38,0.31,0.68,0.61,0.0,0.23,0.5,0.11,0.25,0.88,0.45,0.05,0.65,0.76,0.79
moviesandbox.csv,0.92,0.43,0.38,0.23,0.98,0.59,0.4,0.2,0.66,0.18,0.33,0.8,0.55,0.22,0.8,0.92,0.43
ontomorphtab.csv,1.0,0.18,0.13,0.15,0.58,0.47,0.31,0.15,0.49,0.11,0.22,0.85,0.62,0.07,0.54,0.76,0.25
opengs.csv,0.5,0.0,0.0,0.27,0.8,0.47,0.0,0.15,0.98,0.05,0.5,0.93,0.69,0.11,1.0,1.0,0.5
scite-ru.csv,0.64,0.31,0.13,0.11,0.62,0.38,0.94,0.22,0.48,0.11,0.21,0.89,0.6,0.05,0.52,0.83,0.39
tokratan.csv,1.0,0.0,0.4,0.44,0.64,0.5,0.25,0.0,1.0,1.0,0.0,0.95,0.57,0.04,0.5,1.0,0.0
vrjuggler.csv,0.64,0.0,0.17,0.1,0.64,0.42,0.3,0.18,0.44,0.2,0.94,0.75,0.78,0.06,0.53,0.71,0.86
xuggle.csv,0.55,0.25,0.08,0.98,0.75,0.57,0.29,0.17,0.47,0.09,0.2,0.9,0.61,0.04,0.5,0.53,0.14
