,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.0,0.0,7.0,0.0,1.0,7.0
extprosys.csv,0.0,0.0,8.0,49.0,14.0,1.0
fluidium.csv,0.0,154.0,144.0,0.0,64.0,59.0
haphazard.csv,6.0,1.0,6.0,0.0,0.0,2.0
qcad2.csv,0.0,0.0,0.0,2.0,0.0,1.0
silvertree.csv,2.0,1.0,12.0,0.0,0.0,0.0
