,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.41,0.76,0.53,0.59,0.22,0.6
extprosys.csv,0.48,0.72,0.46,0.0,0.2,0.51
fluidium.csv,0.1,0.0,0.0,0.64,0.0,0.0
haphazard.csv,0.17,0.55,0.26,0.26,0.36,0.28
qcad2.csv,0.4,0.36,0.62,0.51,0.28,0.4
silvertree.csv,0.42,0.68,0.5,0.59,0.31,0.77
