,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.24,0.55,0.18,0.41,0.5,0.3,0.93,0.35,0.06,0.54,0.53,0.39,0.49,0.26,0.07,0.26,0.14,0.27,0.08
bulmages.csv,0.36,0.22,0.08,0.17,0.24,0.15,0.26,0.0,0.03,0.33,0.21,0.95,0.14,0.05,0.0,0.18,0.16,0.2,0.0
forester-atv.csv,0.33,0.07,0.58,0.25,0.98,0.21,0.28,0.17,0.12,0.48,0.38,0.15,0.35,0.27,0.0,0.19,0.14,0.33,0.0
google-collections.csv,0.65,1.0,0.66,0.63,0.57,0.5,0.21,0.77,0.21,0.34,0.9,0.34,0.86,0.64,0.15,0.6,0.45,0.4,0.11
hannosset.csv,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.91,0.0,0.09,0.06,0.0
jbpm.csv,0.3,0.54,0.06,0.25,0.23,0.11,0.26,0.09,0.98,0.13,0.18,0.2,0.36,0.0,0.0,0.33,0.07,0.0,0.0
mevenide.csv,0.34,0.05,0.02,0.23,0.33,0.47,0.2,0.17,0.24,0.24,0.44,0.0,0.13,0.3,0.0,0.14,0.08,0.98,0.12
nassp.csv,0.46,0.37,0.62,0.34,0.59,0.48,0.31,0.49,0.25,0.96,0.42,0.0,0.8,0.48,0.08,0.23,0.17,0.3,0.12
open-media-library.csv,0.45,0.1,0.65,0.99,0.44,0.39,0.3,0.48,0.25,0.32,0.77,0.37,0.55,0.55,0.11,0.52,0.47,0.35,0.1
opendvr.csv,0.43,0.85,0.41,0.48,0.48,0.31,0.17,0.36,0.13,0.27,0.56,0.3,0.65,0.55,0.19,0.45,0.95,0.28,0.11
openefm.csv,0.36,0.59,0.48,0.42,0.57,0.99,0.35,0.31,0.2,0.39,0.28,0.3,0.53,0.23,0.14,0.42,0.38,0.26,0.06
oppna-program-hsatools.csv,0.66,0.91,0.65,0.6,0.52,0.5,0.2,0.73,0.21,0.35,1.0,0.34,0.76,0.66,0.13,0.63,0.45,0.41,0.06
paintown.csv,0.99,0.67,0.56,0.44,0.52,0.49,0.26,0.53,0.24,0.4,0.77,0.38,0.68,0.36,0.22,0.56,0.38,0.33,0.13
projectfactory.csv,0.4,0.33,0.66,0.57,0.43,0.44,0.17,0.26,0.17,0.1,0.51,0.39,0.69,0.96,0.14,0.14,0.18,0.32,0.12
smbopensoft.csv,0.49,0.62,0.98,0.49,0.54,0.41,0.28,0.49,0.33,0.48,0.67,0.24,0.7,0.56,0.22,0.29,0.4,0.47,0.08
st-filteredstatistics.csv,0.64,0.57,0.65,0.58,0.58,0.51,0.28,0.64,0.23,0.47,0.79,0.41,1.0,0.65,0.1,0.59,0.45,0.43,0.06
thedata.csv,0.57,0.12,0.65,0.26,0.26,0.37,0.16,0.25,0.11,0.38,0.19,0.31,0.34,0.53,0.16,0.63,0.21,0.17,1.0
trackit.csv,0.58,0.5,0.06,0.46,0.49,0.44,0.25,1.0,0.31,0.35,0.73,0.24,0.78,0.51,0.08,0.46,0.47,0.38,0.04
wxstudio.csv,0.38,0.12,0.06,0.34,0.38,0.29,0.28,0.27,0.12,0.17,0.45,0.31,0.27,0.13,0.11,0.96,0.29,0.13,0.15
