,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.85,1.17,0.9,0.75,0.67,0.78,0.13,0.8,0.95,0.4,0.88,0.56,0.71,0.85,0.95,0.83,0.91,0.76,0.82
bulmages.csv,0.77,0.88,0.96,0.9,0.85,0.91,0.79,1.0,0.98,0.69,0.89,0.1,0.92,0.98,1.0,0.9,0.9,0.85,1.0
forester-atv.csv,0.8,1.08,0.57,0.85,0.04,0.86,0.79,0.9,0.91,0.59,0.77,0.91,0.8,0.83,1.0,0.89,0.91,0.76,1.0
google-collections.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0
hannosset.csv,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.17,1.0,0.95,0.97,1.0
jbpm.csv,0.9,0.8,0.97,0.85,0.87,0.94,0.81,0.96,0.04,0.91,0.91,0.83,0.78,1.0,1.02,0.78,0.96,1.0,1.02
mevenide.csv,0.79,0.97,0.99,0.86,0.78,0.64,0.85,0.91,0.74,0.84,0.72,1.0,0.95,0.82,1.0,0.92,0.95,0.03,0.77
nassp.csv,0.69,0.78,0.55,0.78,0.67,0.58,0.63,0.7,0.61,0.08,0.73,1.0,0.52,0.68,0.87,0.86,0.88,0.75,0.77
open-media-library.csv,0.8,0.95,0.97,0.03,0.76,0.69,0.53,0.75,0.62,0.65,0.51,0.7,0.73,0.62,0.83,0.59,0.63,0.66,0.73
opendvr.csv,0.77,1.03,1.04,0.76,0.69,0.86,0.75,0.79,0.87,0.73,0.99,0.69,0.69,0.75,0.57,0.77,0.09,0.75,0.7
openefm.csv,0.77,1.15,0.65,0.76,0.52,0.01,0.57,0.81,0.78,0.56,0.85,0.69,0.66,0.86,0.73,0.71,0.68,0.8,0.87
oppna-program-hsatools.csv,0.89,0.52,1.0,0.82,1.01,0.91,1.0,0.92,0.97,0.96,0.0,0.96,0.61,0.95,0.94,0.65,0.94,0.95,1.07
paintown.csv,0.01,0.5,0.57,0.74,0.67,0.77,0.57,0.75,0.67,0.58,0.45,0.6,0.62,0.85,0.62,0.58,0.68,0.77,0.68
projectfactory.csv,0.73,0.94,0.88,0.55,0.67,0.62,0.75,0.87,0.77,0.93,0.7,0.67,0.71,0.08,0.73,0.92,0.88,0.7,0.77
smbopensoft.csv,0.64,0.55,0.03,0.8,0.61,0.66,0.53,0.7,0.47,0.44,0.55,0.77,0.65,0.58,0.52,0.85,0.66,0.52,0.82
st-filteredstatistics.csv,0.55,0.6,0.91,0.65,0.76,0.59,0.58,0.65,0.72,0.53,0.43,0.71,0.0,0.77,0.89,0.51,0.6,0.75,0.89
thedata.csv,0.56,0.94,0.98,0.85,0.83,0.76,0.77,0.9,0.88,0.69,0.91,0.73,1.02,0.69,0.67,0.47,0.86,0.87,0.0
trackit.csv,0.59,0.66,0.97,0.7,0.65,0.64,0.7,0.0,0.56,0.7,0.52,0.77,0.37,0.67,0.91,0.72,0.68,0.67,0.99
wxstudio.csv,0.75,0.94,0.97,0.79,0.74,0.79,0.63,0.85,0.89,0.86,0.77,0.74,0.85,0.93,0.77,0.06,0.84,0.91,0.76
