,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,3.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,6.0,3.0,3.0,0.0,8.0
bulmages.csv,1.0,0.0,0.0,3.0,2.0,0.0,10.0,63.0,0.0,8.0,1.0,0.0,0.0,1.0,74.0,3.0,6.0,1.0,65.0
forester-atv.csv,1.0,0.0,2.0,1.0,0.0,5.0,6.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,74.0,1.0,2.0,1.0,65.0
google-collections.csv,3.0,0.0,1.0,4.0,3.0,1.0,9.0,2.0,2.0,18.0,2.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,10.0
hannosset.csv,0.0,81.0,199.0,85.0,65.0,99.0,405.0,63.0,431.0,57.0,0.0,100.0,51.0,81.0,0.0,85.0,0.0,0.0,65.0
jbpm.csv,5.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,14.0,3.0,3.0,0.0,81.0,74.0,0.0,1.0,116.0,65.0
mevenide.csv,1.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0,22.0,2.0,2.0,100.0,0.0,4.0,74.0,3.0,0.0,0.0,12.0
nassp.csv,0.0,0.0,4.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,100.0,0.0,0.0,12.0,4.0,6.0,0.0,12.0
open-media-library.csv,3.0,0.0,1.0,0.0,2.0,0.0,26.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,7.0,4.0
opendvr.csv,9.0,0.0,1.0,3.0,8.0,1.0,38.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0
openefm.csv,2.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,12.0,6.0,3.0,4.0,1.0,0.0,8.0,0.0,0.0,6.0,27.0
oppna-program-hsatools.csv,3.0,0.0,1.0,3.0,3.0,0.0,8.0,1.0,22.0,16.0,0.0,3.0,0.0,1.0,22.0,1.0,0.0,0.0,7.0
paintown.csv,0.0,0.0,0.0,1.0,4.0,5.0,26.0,1.0,34.0,10.0,0.0,5.0,0.0,4.0,4.0,3.0,2.0,16.0,1.0
projectfactory.csv,8.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,11.0
smbopensoft.csv,1.0,0.0,0.0,0.0,0.0,2.0,25.0,1.0,3.0,5.0,0.0,7.0,2.0,1.0,6.0,4.0,1.0,0.0,20.0
st-filteredstatistics.csv,6.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,10.0,8.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,30.0
thedata.csv,2.0,0.0,1.0,0.0,2.0,7.0,38.0,0.0,16.0,15.0,0.0,6.0,1.0,3.0,2.0,0.0,5.0,6.0,0.0
trackit.csv,1.0,0.0,5.0,1.0,4.0,7.0,8.0,0.0,18.0,11.0,0.0,9.0,0.0,1.0,11.0,0.0,0.0,6.0,40.0
wxstudio.csv,1.0,0.0,2.0,4.0,0.0,11.0,9.0,1.0,10.0,10.0,1.0,3.0,0.0,2.0,9.0,0.0,0.0,1.0,8.0
