,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.9,0.97,0.7,0.92,0.86,0.51,0.5,0.75,0.8,0.61,0.83,0.75,0.82
bdbbasic.csv,0.41,0.62,0.59,0.39,0.54,0.3,0.67,0.83,0.45,0.29,0.0,0.8,0.42
echongl.csv,0.49,0.96,0.45,0.43,0.44,0.48,0.89,0.68,0.48,0.36,0.88,0.78,0.53
etherboot.csv,0.0,0.92,0.0,0.0,0.63,0.0,0.0,0.54,0.73,0.0,0.0,0.35,0.5
freebios.csv,0.58,0.97,0.73,0.64,0.78,0.94,0.62,0.84,0.62,0.62,0.82,0.44,0.68
gebr.csv,0.42,0.38,0.42,0.45,0.42,0.5,0.39,0.46,0.4,0.3,0.42,0.33,0.47
gnukeda.csv,0.47,0.82,0.64,0.56,0.47,0.39,0.65,0.64,0.75,0.56,0.92,0.65,0.47
google-gears.csv,0.43,0.51,0.53,0.45,0.42,0.5,0.4,0.47,0.41,0.3,0.4,0.49,0.47
jnode.csv,0.75,0.57,0.8,0.61,0.86,0.88,0.92,0.81,0.92,0.94,0.92,0.83,0.96
openmeetings.csv,0.49,0.54,0.38,0.67,0.41,0.32,0.88,0.44,0.73,0.34,0.37,0.5,0.55
pgui.csv,0.54,0.38,0.0,0.5,0.42,0.42,0.92,0.48,0.43,0.75,0.58,0.34,0.52
tradelink.csv,0.94,0.7,0.64,0.91,0.69,0.68,0.61,0.53,0.56,0.53,0.55,0.7,0.85
wxcrp.csv,0.52,0.47,0.4,0.5,0.41,0.37,0.42,0.42,0.42,0.32,0.42,0.65,0.49
