,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.47,0.7,0.65,0.95,0.31,0.88
extprosys.csv,0.53,0.68,0.69,0.0,0.46,0.52
fluidium.csv,0.06,0.0,0.0,0.71,0.0,0.0
haphazard.csv,0.11,0.47,0.27,0.19,0.46,0.24
qcad2.csv,0.51,0.23,0.77,0.57,0.62,0.28
silvertree.csv,0.72,0.6,0.9,1.0,0.92,0.8
