,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.33,0.44,0.38,0.93,0.37,0.74
extprosys.csv,0.26,0.59,0.66,0.0,0.77,0.37
fluidium.csv,0.02,0.0,0.04,0.38,0.04,0.0
haphazard.csv,0.08,0.64,0.39,0.21,0.27,0.34
qcad2.csv,0.42,0.13,0.35,0.48,0.69,0.09
silvertree.csv,0.68,0.49,0.85,1.0,1.0,0.2
