,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.5,0.67,0.64,0.27,0.35,0.6
extprosys.csv,0.56,0.6,0.57,0.0,0.38,0.54
fluidium.csv,0.07,0.0,0.0,0.69,0.0,0.0
haphazard.csv,0.13,0.44,0.3,0.22,0.5,0.27
qcad2.csv,0.52,0.27,0.74,0.56,0.52,0.32
silvertree.csv,0.58,0.58,0.45,0.0,0.0,0.8
