,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.62,0.53,0.52,0.93,0.78,0.75
extprosys.csv,0.54,0.67,0.73,1.0,0.94,0.61
fluidium.csv,0.94,1.0,1.0,0.47,1.0,1.0
haphazard.csv,0.89,0.83,0.83,0.84,0.6,0.83
qcad2.csv,0.64,0.78,0.42,0.65,0.79,0.73
silvertree.csv,0.74,0.63,0.85,1.0,1.0,0.28
