,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.36,0.83,0.46,0.43,0.17,0.46
extprosys.csv,0.44,0.77,0.34,0.0,0.13,0.5
fluidium.csv,0.5,0.0,0.0,0.58,0.0,0.0
haphazard.csv,0.35,0.68,0.25,0.4,0.3,0.33
qcad2.csv,0.33,0.84,0.52,0.46,0.18,0.7
silvertree.csv,0.29,0.79,0.34,0.42,0.19,0.74
