,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,483.5,287.5,196.0,366.0,473.5
ingex.csv,485.5,576.0,181.0,1101.0,375.0
jgnash.csv,387.0,474.5,97.5,405.5,379.0
openefm.csv,192.0,461.5,783.5,656.5,375.0
synecdoche.csv,281.5,728.0,249.5,1820.0,187.0
