,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.35,0.07,0.03,0.24,0.57,0.56,0.87,0.56,0.03,0.12,0.1,0.65,0.63
emono.csv,0.19,0.11,0.03,0.23,0.63,0.58,0.73,0.59,0.03,0.15,0.16,0.38,0.75
freedom-erp.csv,0.4,0.2,0.06,0.14,0.5,0.0,0.0,0.77,0.0,0.18,0.2,0.0,0.0
haggle.csv,0.21,0.26,0.02,0.32,0.76,0.75,0.87,0.54,0.05,0.33,0.3,0.5,0.77
jbpm.csv,0.17,0.43,0.0,0.6,1.0,0.0,1.0,0.79,0.0,0.09,0.0,0.33,0.0
jgossipforum.csv,0.14,0.1,0.0,0.32,0.78,0.5,0.74,0.8,0.25,1.0,0.35,0.38,0.76
joustsim.csv,0.18,0.22,0.02,0.3,0.7,0.56,0.68,0.41,0.07,0.69,0.21,0.34,0.65
log4net.csv,0.26,0.14,0.16,0.25,0.54,0.64,0.7,0.64,0.0,0.31,0.33,0.8,0.81
madman.csv,0.18,0.11,0.05,0.14,0.79,0.4,0.76,0.75,0.03,0.33,0.4,0.41,0.59
mediate.csv,0.12,0.21,0.03,0.27,0.68,0.69,0.71,0.56,0.03,0.3,0.2,0.46,0.83
pustefix.csv,0.1,0.23,0.02,0.54,0.77,0.43,0.79,0.59,0.02,0.2,0.18,0.43,0.7
synecdoche.csv,0.28,0.13,0.03,0.27,0.62,0.59,0.86,0.63,0.02,0.16,0.15,0.67,0.66
tmva.csv,0.27,0.13,0.02,0.2,0.68,0.55,0.87,0.58,0.02,0.11,0.18,0.52,0.73
