,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.32,0.53,0.45,0.9,0.56,0.97,0.08,0.54,0.57,0.72,0.18,0.14,0.24
emono.csv,0.87,0.92,0.7,0.95,0.73,0.7,0.75,0.94,0.83,1.0,0.53,0.74,0.43
freedom-erp.csv,0.1,0.17,0.11,0.1,0.05,0.0,0.0,0.31,0.02,0.23,0.08,0.0,0.02
haggle.csv,0.49,0.28,0.34,0.44,0.39,0.1,0.15,0.09,0.09,0.17,0.33,0.26,0.19
jbpm.csv,0.16,0.14,0.05,0.03,0.0,0.0,0.0,0.06,0.0,0.17,0.02,0.05,0.0
jgossipforum.csv,0.49,0.22,0.2,0.45,0.2,0.23,0.12,0.01,0.07,0.0,0.22,0.56,0.19
joustsim.csv,0.52,0.41,0.44,0.82,0.44,0.13,0.8,0.5,0.31,0.07,0.53,0.88,0.6
log4net.csv,0.49,0.22,0.12,0.15,0.15,0.43,0.18,0.3,0.0,0.3,0.33,0.02,0.17
madman.csv,0.73,0.41,0.3,0.39,0.17,0.2,0.2,0.01,0.45,0.17,0.24,0.3,0.33
mediate.csv,0.84,0.41,0.53,0.44,0.59,0.47,0.37,0.6,0.6,0.27,0.16,0.33,0.1
pustefix.csv,0.44,0.22,0.34,0.19,0.24,0.13,0.47,0.4,0.18,0.07,0.57,0.4,0.45
synecdoche.csv,0.37,0.57,0.48,0.6,0.2,0.53,0.23,0.81,0.44,0.77,0.9,0.21,0.98
tmva.csv,0.57,0.85,0.6,0.73,0.34,0.7,0.3,1.0,0.65,0.9,0.63,0.3,0.48
