,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.04,0.36,0.11,0.54,0.58,0.51,0.58,1.0,0.55,0.21
haphazard.csv,0.12,0.06,0.14,0.07,0.0,0.25,0.37,0.19,1.0,0.11
jicarilla.csv,0.0,0.39,0.99,0.0,0.33,0.13,0.1,0.06,0.27,0.15
ondex.csv,0.46,0.13,0.04,0.61,0.46,0.19,0.0,0.37,0.41,0.93
optalgtoolkit.csv,0.09,0.45,0.66,0.54,0.64,1.0,0.59,0.44,0.41,0.49
ossim.csv,0.0,0.0,0.0,0.9,0.0,0.0,0.04,0.0,0.0,0.0
projectts.csv,0.48,0.56,0.62,0.59,0.61,0.48,0.98,0.48,0.66,0.64
sabbu.csv,0.96,0.56,0.21,0.65,0.69,0.57,0.45,0.37,0.54,0.61
vxl.csv,0.24,0.88,0.48,0.14,0.17,0.06,0.61,0.23,0.27,0.15
zact.csv,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.17,0.0,0.0
