,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,3.0,0.0,1.0,75.0,11.0,1.0,1.0,0.0,2.0,15.0
haphazard.csv,6.0,3.0,1.0,35.0,125.0,3.0,1.0,0.0,0.0,6.0
jicarilla.csv,111.0,0.0,1.0,281.0,5.0,7.0,1.0,0.0,1.0,2.0
ondex.csv,1.0,0.0,4.0,42.0,1.0,1.0,63.0,0.0,0.0,0.0
optalgtoolkit.csv,5.0,0.0,2.0,78.0,15.0,0.0,0.0,1.0,0.0,2.0
ossim.csv,111.0,150.0,69.0,0.0,125.0,49.0,0.0,61.0,64.0,195.0
projectts.csv,0.0,0.0,3.0,63.0,10.0,0.0,0.0,1.0,0.0,1.0
sabbu.csv,0.0,2.0,1.0,7.0,8.0,0.0,2.0,0.0,0.0,1.0
vxl.csv,5.0,0.0,0.0,54.0,8.0,1.0,1.0,0.0,3.0,1.0
zact.csv,111.0,150.0,69.0,281.0,0.0,49.0,63.0,0.0,64.0,195.0
