,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,0.03,0.32,0.09,0.94,0.71,0.58,0.65,1.0,0.62,0.18
haphazard.csv,0.1,0.05,0.12,0.06,0.0,0.21,0.32,0.16,1.0,0.09
jicarilla.csv,0.0,0.35,1.0,0.0,0.29,0.11,0.08,0.05,0.23,0.12
ondex.csv,0.45,0.11,0.03,0.62,0.43,0.16,0.0,0.34,0.38,0.91
optalgtoolkit.csv,0.95,0.89,0.67,0.88,1.0,1.0,0.86,0.59,0.38,0.73
ossim.csv,0.0,0.0,0.0,0.88,0.0,0.0,0.03,0.0,0.0,0.0
projectts.csv,0.43,0.7,0.64,0.62,0.86,0.47,0.97,0.59,0.69,0.67
sabbu.csv,0.95,0.57,0.18,0.69,1.0,0.63,0.43,0.34,0.69,0.94
vxl.csv,0.22,0.86,0.45,0.12,0.14,0.05,0.62,0.2,0.23,0.12
zact.csv,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.14,0.0,0.0
