,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.85,0.85,0.64,0.82,0.04,0.74,0.95,0.85,0.8,0.79,0.73,0.72,0.42,0.71,0.71,0.72,0.83,0.7,0.79
autofac.csv,0.73,0.87,0.66,0.07,0.72,0.78,0.49,0.69,0.61,0.76,0.45,0.64,0.57,0.53,0.63,0.65,0.6,0.72,0.44
avisynth2.csv,1.0,0.96,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.0,1.0,1.0,1.0,1.0,1.0
dsworkbench.csv,0.51,0.65,0.02,0.57,0.9,0.78,0.56,0.66,0.6,0.76,0.68,0.62,0.64,0.55,0.54,0.63,0.46,0.75,0.68
exist.csv,0.92,0.68,0.81,0.63,0.94,0.76,0.52,0.74,0.8,0.03,0.66,0.55,0.92,1.01,0.58,0.6,0.72,0.81,0.78
forester-atv.csv,0.99,0.04,0.82,0.93,0.98,0.95,1.0,0.84,0.95,0.85,0.82,0.85,0.98,1.0,0.91,0.86,0.88,1.0,0.93
freelords.csv,0.55,0.85,0.63,0.82,0.72,0.04,0.51,0.72,0.61,0.82,0.79,0.58,0.83,0.57,0.55,0.52,0.6,0.81,0.7
gephex.csv,0.72,0.75,0.69,0.68,0.5,0.8,0.44,0.74,0.77,0.62,0.53,0.58,0.57,0.77,0.6,0.69,0.65,0.03,0.48
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
java-gnome.csv,0.74,0.9,0.86,0.7,0.47,0.77,0.77,0.9,0.69,0.73,0.75,0.78,0.02,0.51,0.84,1.0,0.71,0.64,0.86
jpaul.csv,0.78,0.55,0.52,0.69,0.77,0.8,0.0,0.81,0.9,0.72,0.67,0.67,0.39,1.0,0.77,0.73,0.77,0.89,0.78
neodatis-odb.csv,0.89,0.58,0.66,0.78,0.75,0.91,0.85,0.05,0.76,0.83,0.75,0.82,0.69,1.01,0.85,0.47,0.83,0.85,0.77
octet.csv,1.09,0.62,0.67,0.71,0.92,0.92,0.72,0.75,0.75,0.63,0.8,0.91,0.71,1.03,0.69,0.29,0.75,0.72,0.84
personalaccess.csv,0.43,0.71,0.79,0.6,0.75,0.55,0.68,0.67,0.59,0.72,0.48,0.69,0.48,0.8,0.04,0.57,0.49,0.76,0.8
pokenetonline.csv,0.56,0.67,0.73,0.81,0.79,0.66,0.65,0.78,0.48,0.77,0.56,0.02,0.92,0.65,0.72,0.86,0.58,0.7,0.54
rcp-company-uibindings.csv,0.22,1.0,0.94,0.97,1.0,0.65,0.85,0.97,0.95,1.0,0.86,1.0,0.66,0.98,0.65,0.96,0.78,1.0,0.0
scenemonitor.csv,1.11,0.76,0.55,0.79,0.81,0.94,0.68,0.68,0.15,0.76,0.68,0.67,0.58,0.73,0.54,0.71,0.62,0.65,0.68
servicestack.csv,1.06,0.63,0.79,0.62,0.78,0.78,0.67,0.77,0.67,0.76,0.73,0.63,0.98,0.72,0.66,0.77,0.0,0.72,0.73
st-filteredstatistics.csv,0.54,0.73,0.52,0.57,0.64,0.6,0.61,0.75,0.45,0.58,0.03,0.51,0.65,0.42,0.56,0.57,0.71,0.71,0.58
