,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.67,0.83,1.0,0.78,0.96,0.95,0.82,0.97,0.94,0.06,0.84,0.94,0.77,0.98,0.59,1.0,0.96
botsnscouts.csv,0.83,0.67,0.76,0.58,0.82,0.85,0.0,0.62,0.85,0.68,0.73,0.66,0.68,0.75,0.72,0.97,0.68
cities3d.csv,0.87,0.8,1.02,0.11,0.58,0.83,0.91,0.73,0.79,0.85,0.89,0.94,0.88,0.76,0.76,1.03,0.9
dynalloy.csv,0.02,0.57,1.01,0.46,0.51,0.7,0.63,0.57,1.24,0.71,0.48,1.0,0.74,0.63,0.76,0.84,0.48
electric-core.csv,0.79,0.08,0.63,0.71,0.82,0.86,0.76,0.86,0.76,0.73,0.89,0.91,1.03,0.83,0.74,1.33,0.94
findbugs.csv,0.64,0.69,0.84,0.54,0.85,0.74,0.82,0.81,0.95,0.55,0.82,0.8,0.77,0.68,0.04,1.0,0.88
img-browse-sort.csv,0.67,0.56,1.0,0.71,0.73,0.67,0.68,0.84,0.89,0.85,0.71,0.75,0.15,0.83,0.64,0.95,0.86
jparsec.csv,0.68,0.93,0.91,0.9,0.97,0.76,0.73,0.67,1.01,0.58,0.88,0.02,0.85,0.85,0.72,0.22,0.75
moast.csv,0.8,1.0,1.0,0.99,0.97,0.87,0.89,1.0,1.0,0.77,1.0,0.76,0.98,0.8,0.95,0.01,0.77
mptvseries.csv,0.58,0.63,0.57,0.51,0.05,0.65,0.67,0.61,0.99,0.63,0.76,0.69,0.92,0.73,0.59,0.92,0.81
mvnforum.csv,0.79,0.92,1.0,0.98,0.95,0.02,0.93,0.79,0.95,1.0,0.96,0.73,0.92,1.0,0.82,1.07,0.91
nosleepsoftware.csv,0.95,0.72,0.12,0.72,0.9,0.86,0.82,0.76,0.8,0.53,0.93,0.91,0.93,0.73,0.73,1.01,0.86
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,0.18,1.0
openfrag.csv,0.67,0.76,0.92,0.55,0.53,0.73,0.5,0.42,1.14,0.52,0.0,0.53,0.5,0.62,0.62,0.59,0.49
qdvdauthor.csv,0.66,0.74,0.69,0.71,0.78,0.76,0.66,0.67,0.83,0.79,0.71,0.73,0.66,0.03,0.79,0.15,0.57
sumatrapdf.csv,0.63,0.53,0.88,0.36,0.59,0.77,0.45,0.1,1.11,0.51,0.37,0.65,0.44,0.71,0.73,0.97,0.55
zxing.csv,0.86,0.61,0.92,0.76,0.57,0.65,0.59,0.64,0.79,0.8,0.58,0.67,0.68,0.51,0.87,0.95,0.0
