,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.3,0.86,0.41,1.0
k3b.csv,0.23,0.97,0.36,0.65
mp-rechnungs-und-kundenverwaltung.csv,0.28,0.76,0.98,0.7
thrust.csv,0.94,0.79,0.36,0.75
