,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.3,0.17,0.35,0.0
k3b.csv,0.72,0.08,0.69,0.59
mp-rechnungs-und-kundenverwaltung.csv,0.38,0.29,0.01,0.14
thrust.csv,0.02,0.12,0.07,0.05
