,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.0,0.0,3.0,1.0,0.0
n2cms.csv,0.0,4.0,0.0,5.0,1.0
nassp.csv,0.0,0.0,1.0,0.0,0.0
nug.csv,1.0,6.0,0.0,9.0,2.0
oorexx.csv,1.0,13.0,0.0,8.0,0.0
