,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,2.0,1.0,133.0,0.0,7.0,0.0,8.0,18.0,0.0,17.0
bscwweasel.csv,0.0,0.0,133.0,0.0,0.0,0.0,70.0,106.0,0.0,56.0
cme.csv,161.0,133.0,133.0,53.0,114.0,147.0,70.0,106.0,250.0,0.0
fido.csv,161.0,0.0,133.0,53.0,114.0,0.0,70.0,0.0,250.0,56.0
japano.csv,40.0,0.0,51.0,6.0,3.0,1.0,24.0,21.0,0.0,21.0
joustsim.csv,2.0,0.0,133.0,3.0,21.0,2.0,0.0,4.0,0.0,19.0
log4net.csv,161.0,133.0,0.0,53.0,114.0,147.0,70.0,106.0,0.0,56.0
personalaccess.csv,19.0,0.0,22.0,0.0,0.0,0.0,27.0,12.0,0.0,11.0
rcp-company-uibindings.csv,46.0,0.0,47.0,4.0,3.0,3.0,23.0,18.0,0.0,15.0
unbvision.csv,42.0,0.0,133.0,1.0,1.0,1.0,20.0,106.0,0.0,12.0
