,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.2,0.14,0.0,1.0,0.47,0.57,0.45,0.5,0.32,0.4
bscwweasel.csv,0.95,0.03,0.0,0.19,0.1,0.13,0.0,0.0,0.05,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fido.csv,0.0,0.02,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0
japano.csv,0.55,1.0,1.0,0.96,0.97,0.9,0.91,1.0,0.98,1.0
joustsim.csv,0.2,0.16,0.0,0.22,0.47,0.14,0.91,1.0,0.46,0.8
log4net.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personalaccess.csv,0.55,0.62,0.33,0.74,0.67,0.98,0.82,1.0,0.47,1.0
rcp-company-uibindings.csv,1.0,0.88,1.0,0.96,1.0,0.95,1.0,1.0,0.99,1.0
unbvision.csv,0.7,0.85,0.0,0.41,0.97,0.7,0.45,0.0,0.41,0.4
