,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.52,0.5,0.88,0.29,0.73,0.38,0.75,0.92,0.85,0.88,0.63,0.95,0.91,0.76,0.33,0.86,0.0
checker-framework.csv,0.43,0.07,0.94,0.29,0.09,0.0,0.44,0.29,0.85,0.0,0.19,0.27,0.16,0.0,0.0,0.78,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.14,0.0,0.0,0.86,0.12,0.0,0.0
fontforge.csv,0.36,0.86,0.5,0.86,0.64,0.77,0.38,0.71,0.77,1.0,0.57,0.59,0.47,0.95,0.55,0.53,0.8
gusanos.csv,0.75,0.64,0.31,0.86,0.82,0.54,0.5,0.54,0.54,0.12,0.9,0.64,0.6,0.29,0.97,0.64,1.0
jvcl.csv,0.02,0.0,0.88,0.43,0.0,0.0,0.0,0.08,0.15,0.0,0.03,0.05,0.04,0.0,0.0,0.11,0.0
kwave.csv,0.7,0.57,0.81,0.57,0.64,0.69,1.0,0.54,0.62,0.42,0.41,0.55,0.45,0.24,0.52,0.42,0.0
liferea.csv,0.45,0.5,0.94,0.43,0.45,0.92,0.31,0.46,0.62,0.62,0.32,0.59,0.35,0.1,0.28,0.58,0.8
lockss.csv,0.16,0.07,0.25,0.43,0.36,0.23,0.06,0.21,0.23,0.62,0.21,1.0,0.07,0.05,0.15,0.08,0.0
magicwars.csv,0.91,1.0,0.94,0.71,0.82,1.0,1.0,0.83,1.0,1.0,0.86,0.86,0.8,1.0,1.0,0.86,1.0
psrchive.csv,0.07,0.71,0.25,0.14,0.09,0.08,0.06,0.04,0.23,0.17,0.08,0.09,0.05,0.0,0.03,0.31,0.0
pydev.csv,0.43,0.29,0.38,0.0,0.45,0.23,0.25,0.46,0.54,0.04,0.2,0.45,0.31,0.05,0.24,0.97,0.8
sarasvati.csv,0.27,0.0,0.25,0.14,0.82,0.08,0.31,0.0,0.46,0.12,0.15,0.05,0.24,0.05,0.04,0.47,0.8
stuproa-cims.csv,0.75,0.71,0.94,0.57,0.45,1.0,1.0,0.79,0.85,1.0,0.6,0.95,0.95,0.76,1.0,0.81,1.0
thout.csv,0.93,0.57,0.81,1.0,0.73,0.54,0.62,0.75,0.77,0.21,0.68,0.91,0.67,0.95,0.82,0.61,1.0
zact.csv,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.36,0.38,0.0,0.0,0.47,0.0
