,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.4,0.18,0.22,0.11,0.12,0.28,0.32,0.96,0.32,0.6,0.4,0.36,0.4,0.4,0.41,0.51,0.0
checker-framework.csv,0.44,0.11,0.2,0.1,0.11,0.0,0.5,0.39,0.92,0.0,0.29,0.24,0.27,0.0,0.0,0.5,0.18
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.0,0.0,0.0,0.0,0.17,0.0,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.92,0.21,0.0,0.0
fontforge.csv,0.21,0.34,0.22,0.13,0.15,0.41,0.34,0.45,0.35,1.0,0.36,0.36,0.28,0.44,0.64,0.39,0.18
gusanos.csv,0.46,0.27,0.12,0.14,0.2,0.39,0.28,0.35,0.41,0.16,0.48,0.31,0.38,0.28,0.98,0.46,0.22
jvcl.csv,0.04,0.0,0.93,0.17,0.0,0.0,0.0,0.11,0.1,0.0,0.06,0.08,0.06,0.0,0.0,0.19,0.0
kwave.csv,0.49,0.34,0.18,0.12,0.16,0.36,0.97,0.42,0.36,0.43,0.47,0.39,0.3,0.24,0.65,0.38,0.0
liferea.csv,0.41,0.31,0.2,0.12,0.29,0.92,0.3,0.39,0.46,0.55,0.35,0.42,0.34,0.13,0.42,0.51,0.25
lockss.csv,0.2,0.07,0.31,0.16,0.21,0.27,0.11,0.26,0.21,0.62,0.3,1.0,0.11,0.06,0.24,0.13,0.0
magicwars.csv,0.37,0.27,0.19,0.09,0.12,0.37,0.36,0.41,0.35,0.61,0.92,0.32,0.41,0.42,0.82,0.5,0.19
psrchive.csv,0.12,0.83,0.21,0.06,0.11,0.12,0.12,0.07,0.15,0.28,0.15,0.1,0.1,0.0,0.06,0.41,0.0
pydev.csv,0.42,0.35,0.19,0.0,0.26,0.27,0.26,0.33,0.45,0.06,0.32,0.32,0.3,0.08,0.36,0.99,0.3
sarasvati.csv,0.35,0.0,0.09,0.14,0.9,0.14,0.37,0.0,0.32,0.2,0.25,0.08,0.29,0.09,0.08,0.39,0.31
stuproa-cims.csv,0.36,0.3,0.19,0.1,0.19,0.37,0.39,0.4,0.56,0.63,0.4,0.34,0.96,0.43,0.82,0.54,0.2
thout.csv,0.96,0.23,0.2,0.12,0.12,0.25,0.31,0.43,0.27,0.29,0.42,0.34,0.37,0.43,0.75,0.43,0.27
zact.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.27,0.28,0.0,0.0,0.35,0.0
