,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.02,0.0,1.0,0.0,0.0,0.0,0.0
jcl.csv,0.0,0.0,0.0,0.15,0.0,0.0,0.94
openxava.csv,0.36,0.0,0.65,1.0,0.33,0.13,0.08
tcvp.csv,0.04,0.0,0.0,0.23,0.21,0.91,0.17
vars-redux.csv,0.19,0.0,0.37,0.54,1.0,0.37,0.51
werx.csv,1.0,0.09,0.16,0.55,0.05,0.0,0.17
