,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.75,0.0,1.0,0.0,0.0,0.0,0.0
jcl.csv,0.0,0.0,0.0,0.67,0.0,0.0,1.0
openxava.csv,0.98,0.0,0.07,1.0,0.5,0.05,0.02
tcvp.csv,1.0,0.0,0.0,0.6,0.47,1.0,0.17
vars-redux.csv,0.92,0.0,0.07,0.26,1.0,0.14,0.13
werx.csv,1.0,0.01,0.03,0.11,0.43,0.11,0.12
