,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,1.0,101.0,0.0,147.0,115.0,82.0,115.0
jcl.csv,200.0,101.0,70.0,1.0,115.0,82.0,0.0
openxava.csv,0.0,101.0,11.0,0.0,5.0,10.0,26.0
tcvp.csv,0.0,101.0,70.0,1.0,0.0,0.0,4.0
vars-redux.csv,0.0,101.0,7.0,2.0,0.0,5.0,0.0
werx.csv,0.0,83.0,28.0,33.0,2.0,19.0,7.0
