,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.45,0.26,0.58,0.48,0.56,0.05,0.12,0.56,0.61,0.39
fritzing.csv,0.8,0.63,0.74,0.62,0.9,0.02,0.31,0.34,0.62,0.55
jlinalg.csv,0.83,0.2,0.37,0.54,0.62,0.03,0.2,0.5,0.46,0.56
knowledge.csv,0.84,0.59,0.66,0.58,0.94,0.02,0.18,0.45,0.59,0.67
massiv.csv,0.25,0.39,0.43,0.0,0.0,0.31,0.0,0.56,0.0,0.0
multitude.csv,0.82,0.54,0.66,0.58,0.87,0.02,0.22,0.58,0.57,0.71
playerstage.csv,0.74,0.54,0.7,0.7,0.87,0.03,0.14,0.58,0.45,0.6
quarkplusplus.csv,0.85,0.52,0.61,0.53,0.69,0.04,0.13,0.48,0.58,0.57
rtrt-on-gpu.csv,0.58,0.46,0.43,0.55,0.65,0.01,0.5,0.0,0.33,0.54
superwaba.csv,0.47,0.63,0.63,0.56,0.75,0.02,0.32,0.56,0.39,0.61
