,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.87,0.84,0.7,0.66,0.61,0.52,0.91,0.47,0.49,0.74
fritzing.csv,0.55,0.43,0.36,0.47,0.26,0.5,0.8,0.73,0.53,0.6
jlinalg.csv,0.29,0.87,0.95,0.71,0.67,0.44,0.87,0.81,0.68,0.76
knowledge.csv,0.28,0.65,0.64,0.8,0.11,0.66,0.83,0.65,0.53,0.66
massiv.csv,0.86,0.74,0.7,1.0,1.0,0.03,1.0,0.47,1.0,1.0
multitude.csv,0.43,0.53,0.61,0.71,0.63,0.63,0.8,0.59,0.7,0.42
playerstage.csv,0.41,0.52,0.59,0.36,0.45,0.48,0.9,0.43,0.7,0.54
quarkplusplus.csv,0.59,0.6,0.69,0.57,0.47,0.36,0.9,0.81,0.52,0.57
rtrt-on-gpu.csv,0.58,0.91,0.75,0.81,0.64,0.96,0.43,1.02,0.85,0.72
superwaba.csv,0.69,0.42,0.53,0.54,0.44,0.54,0.6,0.67,0.73,0.53
