,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.68,0.73,0.51,0.77,1.0,0.02,0.17,0.52,0.64,0.77
fritzing.csv,0.84,0.53,0.72,0.6,0.98,0.01,0.67,0.4,0.55,0.67
jlinalg.csv,0.97,0.37,0.34,0.43,0.94,0.01,0.13,0.34,0.46,0.51
knowledge.csv,0.95,0.44,0.56,0.43,1.0,0.01,0.17,0.34,0.56,0.58
massiv.csv,1.0,0.76,0.64,0.0,0.0,0.18,0.0,0.52,0.0,0.0
multitude.csv,0.88,0.55,0.56,0.45,0.94,0.01,0.14,0.41,0.46,0.72
playerstage.csv,0.97,0.49,0.58,0.69,0.96,0.01,0.25,0.5,0.44,0.67
quarkplusplus.csv,0.84,0.42,0.52,0.56,1.0,0.02,0.2,0.33,0.58,0.66
rtrt-on-gpu.csv,0.95,0.32,0.45,0.42,0.94,0.0,0.43,0.0,0.32,0.52
superwaba.csv,0.89,0.6,0.6,0.63,0.97,0.01,0.24,0.39,0.58,0.72
