,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,298.0,605.0,297.0,88.5,483.0,99.0
flylinkdc.csv,558.0,99.0,99.0,471.0,669.0,99.0
ltp.csv,943.0,99.0,485.5,652.0,665.0,49399.0
pfaedit.csv,754.0,99.0,99.0,370.0,415.5,99.0
powerfolder-.csv,273.5,98.5,99.0,273.5,847.0,99.0
qtwin.csv,213.0,97.5,0.0,0.0,139.0,99.0
