,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.62,0.75,0.6,0.0
neoengine.csv,0.04,0.58,0.54,0.65
omseek.csv,0.85,0.09,0.8,0.91
pcsx2.csv,0.52,0.57,0.02,0.62
