,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.44,0.1,0.72,1.0
neoengine.csv,0.99,0.21,0.81,0.82
omseek.csv,0.65,1.0,0.66,0.73
pcsx2.csv,0.5,0.16,0.99,0.85
