,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.56,0.16,0.64,1.0
neoengine.csv,0.97,0.29,0.63,0.55
omseek.csv,0.25,0.95,0.35,0.18
pcsx2.csv,0.57,0.25,0.99,0.57
