,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.54,0.09,0.43,0.58,0.27,0.58,0.26,0.74,0.76,0.76,0.64,0.1,0.45,0.32,0.62,0.4,0.68,0.5
bscwweasel.csv,0.6,0.04,0.7,0.44,0.41,0.46,0.29,0.57,0.6,0.41,0.62,0.42,0.37,0.19,0.2,0.46,0.44,0.45
capcode.csv,0.56,0.06,0.71,0.4,0.24,0.48,0.45,0.65,0.49,0.71,0.52,0.07,0.43,0.18,0.37,0.34,0.77,0.49
dspace-gsoc.csv,0.63,0.65,0.67,0.55,0.18,0.4,0.25,0.74,0.81,0.89,0.76,0.03,0.33,0.32,0.59,0.34,0.59,0.41
emite.csv,0.55,0.4,0.06,0.44,0.14,0.36,0.06,0.48,0.41,0.4,0.58,0.0,0.12,0.39,0.59,0.23,0.51,0.34
fbmanager.csv,0.66,0.59,0.53,0.75,0.37,0.52,0.28,0.74,0.47,0.35,0.54,0.15,0.52,0.29,0.0,0.37,0.54,0.55
freenet.csv,0.58,0.4,0.69,0.66,0.22,0.53,0.27,0.76,0.79,0.73,0.7,0.08,0.43,0.29,0.46,0.38,0.8,0.45
geogebra.csv,0.53,0.06,0.47,0.62,0.31,0.44,0.31,0.67,0.59,0.49,0.54,0.14,0.57,0.32,0.16,0.56,0.54,0.55
megameknet.csv,0.62,0.64,0.76,0.72,0.32,0.41,0.23,0.73,0.48,0.59,0.71,0.03,0.48,0.26,0.45,0.36,0.65,0.48
ondex.csv,0.49,0.04,0.44,0.29,0.2,0.26,0.13,0.67,0.34,0.57,0.57,0.04,0.41,0.36,0.49,0.43,0.67,0.49
onotoa.csv,0.57,0.08,0.35,0.33,0.16,0.25,0.32,0.5,0.35,0.79,0.34,0.0,0.5,0.05,0.2,0.29,0.48,0.32
paintown.csv,0.75,0.65,0.62,0.71,0.22,0.47,0.23,0.71,0.55,0.76,0.77,0.09,0.38,0.29,0.5,0.35,0.62,0.46
powerfolder.csv,0.56,0.57,0.26,0.61,0.21,0.6,0.11,0.4,0.38,0.63,0.47,0.5,0.31,0.25,0.11,0.32,0.67,0.35
retromenu.csv,0.35,0.21,0.34,0.57,0.28,0.75,0.23,0.51,0.39,0.15,0.05,0.22,0.54,0.38,0.17,0.47,0.56,0.41
smbopensoft.csv,0.53,0.81,0.71,0.37,0.19,0.39,0.14,0.73,0.72,0.78,0.77,0.08,0.35,0.31,0.6,0.32,0.73,0.45
triplea.csv,0.6,0.67,0.75,0.65,0.24,0.48,0.23,0.78,0.66,0.82,0.72,0.09,0.4,0.32,0.57,0.4,0.5,0.49
tweetsharp.csv,0.51,0.5,0.38,0.38,0.2,0.43,0.22,0.45,0.73,0.75,0.48,0.02,0.25,0.25,0.53,0.24,0.81,0.35
xamj.csv,0.62,0.62,0.64,0.69,0.19,0.52,0.25,0.77,0.68,0.82,0.67,0.12,0.38,0.19,0.55,0.43,0.76,0.62
