,f1,g,recall,precision,pf,wins
boost-sandbox.csv,0.52,0.585,0.6950000000000001,0.48,0.505,15
bscwweasel.csv,0.44,0.485,0.45499999999999996,0.59,0.29500000000000004,13
capcode.csv,0.46499999999999997,0.46499999999999997,0.625,0.445,0.51,7
dspace-gsoc.csv,0.5700000000000001,0.44499999999999995,0.77,0.45999999999999996,0.84,4
emite.csv,0.395,0.345,0.31,0.52,0.26,2
fbmanager.csv,0.52,0.53,0.62,0.475,0.395,14
freenet.csv,0.495,0.435,0.88,0.375,0.815,3
geogebra.csv,0.51,0.49,0.475,0.635,0.30500000000000005,17
megameknet.csv,0.48,0.52,0.705,0.48,0.64,9
ondex.csv,0.42,0.445,0.41500000000000004,0.5800000000000001,0.265,10
onotoa.csv,0.325,0.30000000000000004,0.28,0.535,0.165,1
paintown.csv,0.525,0.455,0.89,0.44999999999999996,0.835,6
powerfolder.csv,0.39,0.44999999999999996,0.41000000000000003,0.485,0.22000000000000003,8
retromenu.csv,0.365,0.35,0.3,0.735,0.11,12
smbopensoft.csv,0.49,0.525,0.715,0.44499999999999995,0.725,5
triplea.csv,0.5349999999999999,0.545,0.805,0.48,0.73,11
tweetsharp.csv,0.405,0.445,0.5249999999999999,0.435,0.595,0
xamj.csv,0.62,0.535,0.715,0.56,0.65,16
