,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,189.0,1013.5,296.5,185.5,185.0,98.5,191.0,88.5,2073.0,476.5,192.0,170.0,94.5,98.5,844.0,96.5,97.5
blue-c.csv,283.5,659.5,494.0,96.5,566.5,98.5,579.0,566.0,777.0,98.5,197.5,192.0,98.5,98.5,554.5,194.0,97.5
factor.csv,442.5,468.5,289.5,96.5,1130.0,0.0,715.0,283.5,400.5,51.5,98.5,195.0,98.5,248.5,368.0,580.5,82.5
fltk.csv,327.0,188.0,494.0,96.5,882.5,98.5,675.5,566.0,383.5,203.5,98.5,182.0,98.5,191.0,553.5,194.0,97.5
free-evolution.csv,90.5,664.0,197.5,75.5,807.0,66.5,593.5,283.5,561.0,98.5,98.5,192.0,95.5,94.5,841.5,655.0,97.5
icescrum.csv,93.5,740.0,296.0,96.5,77.5,98.5,280.5,187.0,754.5,278.5,193.0,94.5,1367.0,98.5,272.5,96.5,97.5
jbasic.csv,1249.0,658.5,395.0,96.5,259.5,94.5,675.5,185.0,1565.0,197.0,98.5,129.0,75.5,197.5,1035.5,195.0,97.5
kvs.csv,326.0,1108.5,295.0,57.0,372.0,98.5,191.0,176.0,1973.0,197.0,192.0,91.5,94.5,98.5,1089.5,195.0,625.5
monetdb.csv,174.0,187.0,296.0,96.5,13.0,94.5,285.5,190.0,1236.5,246.0,98.5,192.0,98.5,94.5,177.0,261.5,97.5
phet.csv,1258.5,1110.5,1573.0,90.5,463.5,190.0,191.0,273.5,1800.0,476.5,290.0,97.5,196.5,197.5,1129.0,768.5,1018.5
projecteqemu.csv,110.5,280.5,394.0,96.5,316.5,98.5,288.5,285.5,416.5,188.0,98.5,182.0,183.5,94.5,85.5,261.5,97.5
repositorium.csv,1258.5,664.0,193.0,74.0,366.0,797.0,54.5,0.5,0.0,76.0,197.5,97.5,95.5,197.5,768.0,363.0,913.0
smarttag.csv,1159.5,759.5,395.0,96.5,463.5,98.5,673.5,368.0,375.0,279.5,98.5,82.5,98.5,197.5,849.0,195.0,97.5
sumatrapdf.csv,287.0,1046.0,494.0,96.5,672.0,98.5,675.5,566.0,1158.5,98.5,197.5,195.0,197.5,197.5,1128.0,292.5,97.5
voms.csv,271.5,850.0,494.0,96.5,279.5,98.5,579.0,560.0,625.0,98.5,98.5,189.0,98.5,191.0,460.0,194.0,97.5
vrjuggler.csv,1159.5,560.0,489.0,89.5,1448.5,191.0,90.5,138.5,900.5,471.5,98.5,236.5,94.5,98.5,666.5,107.5,1016.5
wheat.csv,93.5,847.5,394.0,96.5,1154.0,272.5,92.5,210.5,370.0,189.0,288.5,192.0,94.5,248.5,652.5,362.5,172.0
