,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.58,0.14,0.55,0.3,0.66,0.41,0.93,0.59,0.57,0.52
gamestone.csv,0.39,1.0,0.37,0.33,0.41,0.21,0.06,0.37,0.58,0.18
gbif-providertoolkit.csv,0.06,0.0,0.11,0.19,0.94,0.28,0.04,0.1,0.1,0.1
heekscad.csv,0.98,0.64,0.7,0.69,0.56,0.55,0.64,0.53,0.63,0.69
igarden.csv,0.19,0.0,0.22,0.98,0.09,0.1,0.04,0.19,0.35,0.1
levent.csv,0.62,0.6,0.62,0.65,0.6,0.97,0.59,0.67,0.57,0.57
owlapi.csv,0.17,0.29,0.27,0.22,0.09,0.27,0.16,1.0,0.27,0.14
pnotepad.csv,0.76,0.72,0.58,0.0,0.42,0.66,0.6,0.47,0.24,0.98
quark.csv,0.29,0.0,0.35,0.16,0.09,0.0,0.04,0.05,1.0,0.2
xcsoar.csv,0.7,0.41,0.96,0.51,0.65,0.5,0.45,0.61,0.68,0.44
