,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.52,0.91,0.55,0.82,0.56,0.61,0.64,0.58,0.35,0.61
gamestone.csv,0.47,0.88,0.7,0.77,0.87,0.73,0.8,0.82,0.6,0.86
gbif-providertoolkit.csv,0.9,0.9,0.88,0.89,0.92,0.92,0.67,0.92,0.75,0.83
heekscad.csv,0.44,0.42,0.4,0.32,0.41,0.43,0.42,0.52,0.43,0.44
igarden.csv,0.92,0.67,0.91,0.73,0.0,0.8,0.92,0.92,0.8,0.75
levent.csv,0.49,0.49,0.46,0.41,0.4,0.51,0.5,0.56,0.58,0.48
owlapi.csv,0.94,0.91,0.96,0.94,0.85,0.76,0.88,0.88,0.88,0.88
pnotepad.csv,0.44,0.46,0.36,0.31,0.35,0.37,0.35,0.48,0.32,0.4
quark.csv,0.77,0.0,0.84,0.86,0.75,0.0,0.0,0.83,0.85,0.88
xcsoar.csv,0.39,0.54,0.48,0.49,0.52,0.56,0.54,0.56,0.34,0.62
