,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.58,0.9,0.57,0.77,0.57,0.67,0.08,0.5,0.79,0.64
gamestone.csv,0.68,0.0,0.69,0.73,0.66,0.82,0.95,0.7,0.49,0.85
gbif-providertoolkit.csv,0.96,1.02,0.91,0.84,0.07,0.76,0.97,0.92,0.92,0.94
heekscad.csv,0.04,0.46,0.38,0.65,0.63,0.62,0.61,0.62,0.62,0.39
igarden.csv,0.84,1.0,0.82,0.03,0.93,0.92,0.98,0.84,0.72,0.92
levent.csv,0.49,0.72,0.66,0.59,0.62,0.04,0.62,0.55,0.52,0.59
owlapi.csv,0.87,0.77,0.8,0.82,1.01,0.85,0.87,0.0,0.78,0.9
pnotepad.csv,0.54,0.59,0.77,1.0,0.87,0.56,0.72,0.84,0.94,0.02
quark.csv,0.76,1.0,0.71,0.87,0.93,1.0,0.97,0.96,0.0,0.83
xcsoar.csv,0.39,0.74,0.05,0.61,0.47,0.57,0.67,0.51,0.68,0.64
