,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.58,0.12,0.52,0.26,0.71,0.37,0.92,0.56,1.0,0.5
gamestone.csv,0.34,1.0,0.32,0.29,0.36,0.18,0.05,0.32,0.54,0.15
gbif-providertoolkit.csv,0.05,0.0,0.09,0.16,0.93,0.24,0.03,0.08,0.08,0.08
heekscad.csv,0.99,0.62,0.68,0.9,0.57,0.55,0.71,0.52,0.69,0.67
igarden.csv,0.16,0.0,0.18,0.97,0.07,0.08,0.03,0.16,0.31,0.08
levent.csv,0.6,0.75,0.71,0.71,0.64,0.96,0.61,0.72,0.54,0.56
owlapi.csv,0.14,0.25,0.23,0.19,0.07,0.24,0.13,1.0,0.23,0.12
pnotepad.csv,0.9,0.88,0.91,1.0,0.93,0.71,0.76,0.92,1.0,0.98
quark.csv,0.25,0.0,0.3,0.13,0.07,0.0,0.03,0.04,1.0,0.17
xcsoar.csv,0.68,0.38,0.96,0.48,0.64,0.45,0.42,0.6,0.92,0.4
